Data,Saida_Estimada,Data
2020-02-25,0,2020-02-25
2020-02-26,1,2020-02-26
2020-02-27,1,2020-02-27
2020-02-28,1,2020-02-28
2020-02-29,2,2020-02-29
2020-03-01,2,2020-03-01
2020-03-02,2,2020-03-02
2020-03-03,2,2020-03-03
2020-03-04,3,2020-03-04
2020-03-05,6,2020-03-05
2020-03-06,10,2020-03-06
2020-03-07,13,2020-03-07
2020-03-08,13,2020-03-08
2020-03-09,16,2020-03-09
2020-03-10,16,2020-03-10
2020-03-11,19,2020-03-11
2020-03-12,31,2020-03-12
2020-03-13,44,2020-03-13
2020-03-14,58,2020-03-14
2020-03-15,67,2020-03-15
2020-03-16,145,2020-03-16
2020-03-17,157,2020-03-17
2020-03-18,169,2020-03-18
2020-03-19,252,2020-03-19
2020-03-20,297,2020-03-20
2020-03-21,415,2020-03-21
2020-03-22,476,2020-03-22
2020-03-23,662,2020-03-23
2020-03-24,774,2020-03-24
2020-03-25,836,2020-03-25
2020-03-26,889,2020-03-26
2020-03-27,1095,2020-03-27
2020-03-28,1269,2020-03-28
2020-03-29,1458,2020-03-29
2020-03-30,1493,2020-03-30
2020-03-31,1562,2020-03-31
2020-04-01,2470,2020-04-01
2020-04-02,3113,2020-04-02
2020-04-03,3643,2020-04-03
2020-04-04,4200,2020-04-04
2020-04-05,4619,2020-04-05
2020-04-06,4755,2020-04-06
2020-04-07,5015,2020-04-07
2020-04-08,5901,2020-04-08
2020-04-09,6971,2020-04-09
2020-04-10,7743,2020-04-10
2020-04-11,8495,2020-04-11
2020-04-12,8659,2020-04-12
2020-04-13,9015,2020-04-13
2020-04-14,9142,2020-04-14
2020-04-15,9659,2020-04-15
2020-04-16,11476,2020-04-16
2020-04-17,11918,2020-04-17
2020-04-18,13288,2020-04-18
2020-04-19,14350,2020-04-19
2020-04-20,14676,2020-04-20
2020-04-21,14992,2020-04-21
2020-04-22,15860,2020-04-22
2020-04-23,16380,2020-04-23
2020-04-24,17253,2020-04-24
2020-04-25,18389,2020-04-25
2020-04-26,20717,2020-04-26
2020-04-27,21323,2020-04-27
2020-04-28,22353,2020-04-28
2020-04-29,24875,2020-04-29
2020-04-30,27029,2020-04-30
2020-05-01,29671,2020-05-01
2020-05-02,31319,2020-05-02
2020-05-03,32067,2020-05-03
2020-05-04,32664,2020-05-04
2020-05-05,33074,2020-05-05
2020-05-06,35112,2020-05-06
2020-05-07,39175,2020-05-07
2020-05-08,41160,2020-05-08
2020-05-09,43098,2020-05-09
2020-05-10,45804,2020-05-10
2020-05-11,46735,2020-05-11
2020-05-12,47411,2020-05-12
2020-05-13,49117,2020-05-13
2020-05-14,52734,2020-05-14
2020-05-15,55992,2020-05-15
2020-05-16,60268,2020-05-16
2020-05-17,63040,2020-05-17
2020-05-18,64094,2020-05-18
2020-05-19,64797,2020-05-19
2020-05-20,67989,2020-05-20
2020-05-21,72034,2020-05-21
2020-05-22,76019,2020-05-22
2020-05-23,79171,2020-05-23
2020-05-24,83002,2020-05-24
2020-05-25,84473,2020-05-25
2020-05-26,85964,2020-05-26
2020-05-27,88497,2020-05-27
2020-05-28,92145,2020-05-28
2020-05-29,98941,2020-05-29
2020-05-30,104725,2020-05-30
2020-05-31,110450,2020-05-31
2020-06-01,112819,2020-06-01
2020-06-02,114379,2020-06-02
2020-06-03,122017,2020-06-03
2020-06-04,127191,2020-06-04
2020-06-05,133104,2020-06-05
2020-06-06,138581,2020-06-06
2020-06-07,144776,2020-06-07
2020-06-08,147076,2020-06-08
2020-06-09,148552,2020-06-09
2020-06-10,154582,2020-06-10
2020-06-11,160977,2020-06-11
2020-06-12,167348,2020-06-12
2020-06-13,172801,2020-06-13
2020-06-14,177874,2020-06-14
2020-06-15,183372,2020-06-15
2020-06-16,186542,2020-06-16
2020-06-17,196069,2020-06-17
2020-06-18,196696,2020-06-18
2020-06-19,197826,2020-06-19
2020-06-20,218865,2020-06-20
2020-06-21,221859,2020-06-21
2020-06-22,225278,2020-06-22
2020-06-23,228089,2020-06-23
2020-06-24,236186,2020-06-24
2020-06-25,245936,2020-06-25
2020-06-26,255995,2020-06-26
2020-06-27,266192,2020-06-27
2020-06-28,273213,2020-06-28
2020-06-29,279455,2020-06-29
2020-06-30,282723,2020-06-30
2020-07-01,289360,2020-07-01
2020-07-02,298337,2020-07-02
2020-07-03,311215,2020-07-03
2020-07-04,319652,2020-07-04
2020-07-05,320966,2020-07-05
2020-07-06,329306,2020-07-06
'2020-07-07',331874,+
'2020-07-08',341408,+
'2020-07-09',351257,+
'2020-07-10',361393,+
'2020-07-11',371822,+
'2020-07-12',382552,+
'2020-07-13',393592,+
'2020-07-14',404950,+
'2020-07-15',416636,+
'2020-07-16',428660,+
'2020-07-17',441030,+
'2020-07-18',453757,+
'2020-07-19',466852,+
'2020-07-20',480324,+
'2020-07-21',494185,+
'2020-07-22',508446,+
