Data,Saida_Estimada,Saida,Erro
2020-02-25,0,0
2020-02-26,0,0
2020-02-27,0,0
2020-02-28,0,0
2020-02-29,0,0
2020-03-01,0,0
2020-03-02,0,0
2020-03-03,0,0
2020-03-04,0,0
2020-03-05,0,0
2020-03-06,0,0
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,0,0
2020-03-10,0,0
2020-03-11,0,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,0,0
2020-03-15,0,0
2020-03-16,0,0
2020-03-17,0,0
2020-03-18,0,0
2020-03-19,0,0
2020-03-20,0,0
2020-03-21,0,0
2020-03-22,0,0
2020-03-23,0,0
2020-03-24,0,0
2020-03-25,0,0
2020-03-26,0,1
2020-03-27,0,0
2020-03-28,0,0
2020-03-29,0,0
2020-03-30,0,0
2020-03-31,0,0
2020-04-01,0,0
2020-04-02,0,0
2020-04-03,0,1
2020-04-04,0,0
2020-04-05,0,1
2020-04-06,+,2
2020-04-07,1,-1
2020-04-08,+,2
2020-04-09,1,-1
2020-04-10,+,1
2020-04-11,+,2
2020-04-12,1,3
2020-04-13,2,-1
2020-04-14,1,-1
2020-04-15,+,+
2020-04-16,+,1
2020-04-17,+,+
2020-04-18,+,2
2020-04-19,1,-1
2020-04-20,+,1
2020-04-21,+,+
2020-04-22,+,2
2020-04-23,1,1
2020-04-24,1,+
2020-04-25,1,+
2020-04-26,+,+
2020-04-27,+,1
2020-04-28,+,1
2020-04-29,+,+
2020-04-30,+,2
2020-05-01,1,-1
2020-05-02,+,1
2020-05-03,+,+
2020-05-04,+,+
2020-05-05,+,8
2020-05-06,4,2
2020-05-07,5,-5
2020-05-08,1,2
2020-05-09,1,-1
2020-05-10,+,+
2020-05-11,+,2
2020-05-12,1,2
2020-05-13,2,7
2020-05-14,5,-2
2020-05-15,4,-1
2020-05-16,2,+
2020-05-17,2,-1
2020-05-18,1,2
2020-05-19,1,-1
2020-05-20,+,5
2020-05-21,2,5
2020-05-22,5,3
2020-05-23,6,-4
2020-05-24,3,-3
2020-05-25,+,1
2020-05-26,+,8
2020-05-27,4,+
2020-05-28,4,3
2020-05-29,5,-1
2020-05-30,4,-1
2020-05-31,2,+
2020-06-01,2,1
2020-06-02,2,22
2020-06-03,13,-9
2020-06-04,9,+
2020-06-05,6,-3
2020-06-06,4,1
2020-06-07,3,-2
2020-06-08,2,-2
2020-06-09,+,7
2020-06-10,3,5
2020-06-11,6,-5
2020-06-12,3,2
2020-06-13,2,12
2020-06-14,9,-6
2020-06-15,6,9
2020-06-16,8,12
2020-06-17,15,-9
2020-06-18,9,3
2020-06-19,8,9
2020-06-20,12,2
2020-06-21,12,-4
2020-06-22,8,+
2020-06-23,6,12
2020-06-24,12,22
2020-06-25,23,-2
2020-06-26,22,3
2020-06-27,20,+
2020-06-28,18,-12
2020-06-29,9,-7
2020-06-30,3,34
2020-07-01,20,9
2020-07-02,27,15
2020-07-03,31,10
2020-07-04,35,-10
2020-07-05,26,-16
2020-07-06,13,20
2020-07-07,20,27
2020-07-08,35,-3
2020-07-09,32,4
2020-07-10,29,9
2020-07-11,31,6
2020-07-12,32,-27
2020-07-13,14,-11
2020-07-14,3,25
2020-07-15,15,32
2020-07-16,34,25
2020-07-17,46,-3
2020-07-18,42,8
2020-07-19,40,-27
2020-07-20,23,-9
2020-07-21,11,37
2020-07-22,30,9
2020-07-23,36,33
2020-07-24,49,21
2020-07-25,59,-13
2020-07-26,47,-33
2020-07-27,22,-14
2020-07-28,8,65
2020-07-29,41,40
2020-07-30,66,-56
2020-07-31,31,61
2020-08-01,52,-22
2020-08-02,45,-34
2020-08-03,15,4
2020-08-04,13,62
2020-08-05,46,-7
2020-08-06,45,13
2020-08-07,43,15
2020-08-08,49,13
2020-08-09,51,-39
2020-08-10,26,-23
2020-08-11,5,71
2020-08-12,41,-5
2020-08-13,43,35
2020-08-14,53,20
2020-08-15,64,-64
2020-08-16,23,13
2020-08-17,19,-5
2020-08-18,19,59
2020-08-19,46,15
2020-08-20,57,-57
2020-08-21,49,+
2020-08-22,44,+
2020-08-23,38,+
2020-08-24,33,+
2020-08-25,29,+
2020-08-26,25,+
2020-08-27,22,+
2020-08-28,19,+
2020-08-29,16,+
2020-08-30,14,+
2020-08-31,12,+
2020-09-01,10,+
2020-09-02,8,+
2020-09-03,6,+
2020-09-04,5,+
