Data,Saida_Estimada,Data
2020-02-25,0,2020-02-25
2020-02-26,2,2020-02-26
2020-02-27,0,2020-02-27
2020-02-28,0,2020-02-28
2020-02-29,0,2020-02-29
2020-03-01,0,2020-03-01
2020-03-02,0,2020-03-02
2020-03-03,0,2020-03-03
2020-03-04,1,2020-03-04
2020-03-05,5,2020-03-05
2020-03-06,2,2020-03-06
2020-03-07,2,2020-03-07
2020-03-08,0,2020-03-08
2020-03-09,0,2020-03-09
2020-03-10,2,2020-03-10
2020-03-11,4,2020-03-11
2020-03-12,0,2020-03-12
2020-03-13,0,2020-03-13
2020-03-14,0,2020-03-14
2020-03-15,-1,2020-03-15
2020-03-16,0,2020-03-16
2020-03-17,1,2020-03-17
2020-03-18,2,2020-03-18
2020-03-19,0,2020-03-19
2020-03-20,0,2020-03-20
2020-03-21,0,2020-03-21
2020-03-22,0,2020-03-22
2020-03-23,1,2020-03-23
2020-03-24,4,2020-03-24
2020-03-25,8,2020-03-25
2020-03-26,4,2020-03-26
2020-03-27,8,2020-03-27
2020-03-28,17,2020-03-28
2020-03-29,26,2020-03-29
2020-03-30,28,2020-03-30
2020-03-31,31,2020-03-31
2020-04-01,38,2020-04-01
2020-04-02,43,2020-04-02
2020-04-03,44,2020-04-03
2020-04-04,57,2020-04-04
2020-04-05,61,2020-04-05
2020-04-06,64,2020-04-06
2020-04-07,64,2020-04-07
2020-04-08,65,2020-04-08
2020-04-09,73,2020-04-09
2020-04-10,93,2020-04-10
2020-04-11,129,2020-04-11
2020-04-12,138,2020-04-12
2020-04-13,162,2020-04-13
2020-04-14,175,2020-04-14
2020-04-15,213,2020-04-15
2020-04-16,235,2020-04-16
2020-04-17,255,2020-04-17
2020-04-18,299,2020-04-18
2020-04-19,314,2020-04-19
2020-04-20,365,2020-04-20
2020-04-21,373,2020-04-21
2020-04-22,399,2020-04-22
2020-04-23,457,2020-04-23
2020-04-24,522,2020-04-24
2020-04-25,583,2020-04-25
2020-04-26,674,2020-04-26
2020-04-27,751,2020-04-27
2020-04-28,814,2020-04-28
2020-04-29,948,2020-04-29
2020-04-30,1046,2020-04-30
2020-05-01,1219,2020-05-01
2020-05-02,1382,2020-05-02
2020-05-03,1542,2020-05-03
2020-05-04,1743,2020-05-04
2020-05-05,1815,2020-05-05
2020-05-06,2026,2020-05-06
2020-05-07,2222,2020-05-07
2020-05-08,2462,2020-05-08
2020-05-09,3018,2020-05-09
2020-05-10,3202,2020-05-10
2020-05-11,3482,2020-05-11
2020-05-12,3749,2020-05-12
2020-05-13,4123,2020-05-13
2020-05-14,4520,2020-05-14
2020-05-15,4988,2020-05-15
2020-05-16,5547,2020-05-16
2020-05-17,6027,2020-05-17
2020-05-18,6449,2020-05-18
2020-05-19,7097,2020-05-19
2020-05-20,7858,2020-05-20
2020-05-21,8657,2020-05-21
2020-05-22,9249,2020-05-22
2020-05-23,10203,2020-05-23
2020-05-24,11130,2020-05-24
2020-05-25,11598,2020-05-25
2020-05-26,11882,2020-05-26
2020-05-27,13220,2020-05-27
2020-05-28,15130,2020-05-28
2020-05-29,16496,2020-05-29
2020-05-30,17799,2020-05-30
2020-05-31,19059,2020-05-31
2020-06-01,19504,2020-06-01
2020-06-02,20293,2020-06-02
2020-06-03,22017,2020-06-03
2020-06-04,23733,2020-06-04
'2020-06-05',35146,+
'2020-06-06',52047,+
'2020-06-07',77077,+
'2020-06-08',114142,+
'2020-06-09',169033,+
'2020-06-10',250320,+
'2020-06-11',370698,+
'2020-06-12',548965,+
'2020-06-13',812960,+
'2020-06-14',1.20391e+06,+
'2020-06-15',1.78286e+06,+
'2020-06-16',2.64023e+06,+
'2020-06-17',3.9099e+06,+
'2020-06-18',5.79015e+06,+
'2020-06-19',8.5746e+06,+
