Data,Saida_Estimada,Saida,Erro
2020-02-25,0,0
2020-02-26,0,0
2020-02-27,0,0
2020-02-28,0,0
2020-02-29,0,0
2020-03-01,0,0
2020-03-02,0,0
2020-03-03,0,0
2020-03-04,0,0
2020-03-05,0,0
2020-03-06,0,0
2020-03-07,0,0
2020-03-08,0,0
2020-03-09,0,0
2020-03-10,0,0
2020-03-11,0,0
2020-03-12,0,0
2020-03-13,0,0
2020-03-14,0,0
2020-03-15,0,0
2020-03-16,0,0
2020-03-17,0,0
2020-03-18,0,0
2020-03-19,0,0
2020-03-20,0,0
2020-03-21,0,0
2020-03-22,0,0
2020-03-23,0,0
2020-03-24,0,0
2020-03-25,0,0
2020-03-26,0,0
2020-03-27,0,0
2020-03-28,0,0
2020-03-29,0,1
2020-03-30,0,0
2020-03-31,0,2
2020-04-01,0,0
2020-04-02,0,1
2020-04-03,0,1
2020-04-04,0,2
2020-04-05,1,-1
2020-04-06,+,3
2020-04-07,1,1
2020-04-08,2,-2
2020-04-09,+,1
2020-04-10,+,1
2020-04-11,+,+
2020-04-12,+,+
2020-04-13,+,1
2020-04-14,+,2
2020-04-15,1,-1
2020-04-16,+,3
2020-04-17,1,-1
2020-04-18,1,3
2020-04-19,1,-1
2020-04-20,1,-1
2020-04-21,+,+
2020-04-22,+,1
2020-04-23,+,+
2020-04-24,+,1
2020-04-25,+,+
2020-04-26,+,1
2020-04-27,+,+
2020-04-28,+,1
2020-04-29,+,+
2020-04-30,+,2
2020-05-01,+,+
2020-05-02,+,1
2020-05-03,+,2
2020-05-04,1,-1
2020-05-05,+,+
2020-05-06,+,1
2020-05-07,+,1
2020-05-08,+,2
2020-05-09,1,1
2020-05-10,1,2
2020-05-11,2,+
2020-05-12,2,+
2020-05-13,1,1
2020-05-14,1,2
2020-05-15,2,2
2020-05-16,3,-2
2020-05-17,2,1
2020-05-18,1,6
2020-05-19,4,2
2020-05-20,6,-1
2020-05-21,5,2
2020-05-22,5,1
2020-05-23,6,-1
2020-05-24,5,4
2020-05-25,6,4
2020-05-26,8,2
2020-05-27,9,+
2020-05-28,8,1
2020-05-29,8,4
2020-05-30,9,-1
2020-05-31,9,-1
2020-06-01,7,-6
2020-06-02,4,2
2020-06-03,3,11
2020-06-04,9,-4
2020-06-05,9,-3
2020-06-06,5,1
2020-06-07,5,1
2020-06-08,5,-5
2020-06-09,2,20
2020-06-10,9,11
2020-06-11,19,-1
2020-06-12,17,-9
2020-06-13,12,-1
2020-06-14,8,3
2020-06-15,10,5
2020-06-16,11,18
2020-06-17,20,-3
2020-06-18,21,-7
2020-06-19,14,3
2020-06-20,14,-6
2020-06-21,11,8
2020-06-22,12,14
2020-06-23,20,6
2020-06-24,24,-4
2020-06-25,21,-7
2020-06-26,15,8
2020-06-27,16,-11
2020-06-28,13,-2
2020-06-29,7,4
2020-06-30,10,18
2020-07-01,17,16
2020-07-02,28,-17
2020-07-03,20,-8
2020-07-04,10,18
2020-07-05,18,10
2020-07-06,25,2
2020-07-07,25,16
2020-07-08,31,3
2020-07-09,34,-12
2020-07-10,26,7
2020-07-11,25,-10
2020-07-12,22,9
2020-07-13,20,8
2020-07-14,27,3
2020-07-15,26,15
2020-07-16,32,4
2020-07-17,35,-12
2020-07-18,27,-12
2020-07-19,17,-7
2020-07-20,11,16
2020-07-21,16,30
2020-07-22,33,-15
2020-07-23,30,12
2020-07-24,27,-1
2020-07-25,31,+
2020-07-26,26,7
2020-07-27,29,2
2020-07-28,29,23
2020-07-29,37,-9
2020-07-30,37,-12
2020-07-31,24,1
2020-08-01,23,-2
2020-08-02,21,12
2020-08-03,24,-1
2020-08-04,26,+
2020-08-05,22,-22
2020-08-06,12,67
2020-08-07,34,-3
2020-08-08,52,-22
2020-08-09,28,-9
2020-08-10,22,9
2020-08-11,22,-22
2020-08-12,24,+
2020-08-13,21,+
2020-08-14,21,+
2020-08-15,20,+
2020-08-16,19,+
2020-08-17,18,+
2020-08-18,17,+
2020-08-19,16,+
2020-08-20,15,+
2020-08-21,15,+
2020-08-22,14,+
2020-08-23,13,+
2020-08-24,12,+
2020-08-25,12,+
2020-08-26,11,+
