Data,Saida_Estimada,Saida,Erro
2020-03-27,0,0
2020-03-28,1,0
2020-03-29,1,0
2020-03-30,1,0
2020-03-31,2,0
2020-04-01,2,0
2020-04-02,2,0
2020-04-03,3,0
2020-04-04,7,0
2020-04-05,9,0
2020-04-06,9,0
2020-04-07,9,1
2020-04-08,10,1
2020-04-09,11,0
2020-04-10,11,1
2020-04-11,12,0
2020-04-12,12,2
2020-04-13,14,2
2020-04-14,16,0
2020-04-15,16,4
2020-04-16,20,16
2020-04-17,37,0
2020-04-18,37,1
2020-04-19,38,-2
2020-04-20,36,0
2020-04-21,36,0
2020-04-22,36,4
2020-04-23,40,20
2020-04-24,61,-1
2020-04-25,61,-1
2020-04-26,61,1
2020-04-27,63,0
2020-04-28,64,47
2020-04-29,114,12
2020-04-30,129,3
2020-05-01,135,20
2020-05-02,158,3
2020-05-03,164,-1
2020-05-04,166,-2
2020-05-05,167,2
2020-05-06,172,1
2020-05-07,177,2
2020-05-08,183,134
2020-05-09,325,-1
2020-05-10,331,14
2020-05-11,353,-2
2020-05-12,359,-3
2020-05-13,364,-7
2020-05-14,365,3
2020-05-15,376,-6
2020-05-16,378,33
2020-05-17,420,-9
2020-05-18,420,335
2020-05-19,776,-17
2020-05-20,776,-17
2020-05-21,776,-16
2020-05-22,777,-15
2020-05-23,779,-16
2020-05-24,780,285
2020-05-25,1093,30
2020-05-26,1149,16
2020-05-27,1192,380
2020-05-28,1612,46
2020-05-29,1697,55
2020-05-30,1793,131
2020-05-31,1970,38
2020-06-01,2055,35
2020-06-02,2138,13
2020-06-03,2201,13
2020-06-04,2265,23
2020-06-05,2341,29
2020-06-06,2425,54
2020-06-07,2537,196
2020-06-08,2798,-34
2020-06-09,2827,258
2020-06-10,3159,6
2020-06-11,3238,-39
2020-06-12,3272,124
2020-06-13,3476,-121
2020-06-14,3431,-64
2020-06-15,3444,68
2020-06-16,3594,-36
2020-06-17,3640,38
2020-06-18,3763,-74
2020-06-19,3773,202
2020-06-20,4069,21
2020-06-21,4185,-62
2020-06-22,4218,-38
2020-06-23,4276,60
2020-06-24,4437,46
2020-06-25,4587,56
2020-06-26,4751,83
2020-06-27,4947,-93
2020-06-28,4965,211
2020-06-29,5298,9
2020-06-30,5430,-119
2020-07-01,5433,54
2020-07-02,5615,-43
2020-07-03,5701,-41
2020-07-04,5791,-59
2020-07-05,5864,-58
2020-07-06,5940,-84
2020-07-07,5991,100
2020-07-08,6233,156
2020-07-09,6539,121
2020-07-10,6816,-131
2020-07-11,6838,-135
2020-07-12,6857,-154
2020-07-13,6856,210
2020-07-14,7232,-127
2020-07-15,7268,-18
2020-07-16,7418,-160
2020-07-17,7424,-136
2020-07-18,7455,-7455
2020-07-19,7624,+
2020-07-20,7797,+
2020-07-21,7975,+
2020-07-22,8156,+
2020-07-23,8342,+
2020-07-24,8532,+
2020-07-25,8727,+
2020-07-26,8926,+
2020-07-27,9129,+
2020-07-28,9338,+
2020-07-29,9551,+
2020-07-30,9769,+
2020-07-31,9992,+
2020-08-01,10221,+
2020-08-02,10455,+
