Data,Saida_Estimada,Saida,Erro
2020-03-15,0,0,0
2020-03-16,0,0,0
2020-03-17,0,0,0
2020-03-18,0,0,0
2020-03-19,0,0,0
2020-03-20,0,0,0
2020-03-21,0,0,0
2020-03-22,0,0,0
2020-03-23,0,0,0
2020-03-24,0,0,0
2020-03-25,0,0,0
2020-03-26,0,0,0
2020-03-27,0,0,0
2020-03-28,0,0,0
2020-03-29,0,0,0
2020-03-30,0,0,0
2020-03-31,0,0,0
2020-04-01,0,0,0
2020-04-02,0,2,2
2020-04-03,1,0,-1
2020-04-04,0,0,0
2020-04-05,0,1,1
2020-04-06,0,1,1
2020-04-07,0,0,0
2020-04-08,0,0,0
2020-04-09,0,0,0
2020-04-10,0,0,0
2020-04-11,0,0,0
2020-04-12,0,0,0
2020-04-13,0,0,0
2020-04-14,0,0,0
2020-04-15,0,0,0
2020-04-16,0,0,0
2020-04-17,0,0,0
2020-04-18,0,1,1
2020-04-19,0,0,0
2020-04-20,0,0,0
2020-04-21,0,0,0
2020-04-22,0,2,2
2020-04-23,1,1,0
2020-04-24,1,0,-1
2020-04-25,+,1,1
2020-04-26,+,+,+
2020-04-27,+,1,1
2020-04-28,+,1,1
2020-04-29,+,1,1
2020-04-30,+,+,+
2020-05-01,+,2,2
2020-05-02,1,+,-1
2020-05-03,+,+,+
2020-05-04,+,3,3
2020-05-05,2,4,2
2020-05-06,3,2,-1
2020-05-07,2,2,+
2020-05-08,1,3,2
2020-05-09,2,5,3
2020-05-10,4,1,-3
2020-05-11,1,3,2
2020-05-12,2,+,-2
2020-05-13,+,5,5
2020-05-14,3,5,2
2020-05-15,4,3,-1
2020-05-16,3,3,+
2020-05-17,2,4,2
2020-05-18,3,2,-1
2020-05-19,2,4,2
2020-05-20,3,6,3
2020-05-21,5,7,2
2020-05-22,6,6,+
2020-05-23,6,4,-2
2020-05-24,4,7,3
2020-05-25,6,10,4
2020-05-26,9,13,4
2020-05-27,9.09367,11,1.90633
2020-05-28,8.94042,8,-0.940421
2020-05-29,8.84484,7,-1.84484
2020-05-30,8.7377,7,-1.7377
2020-05-31,8.63471,9,0.365287
2020-06-01,8.53229,8,-0.532291
2020-06-02,8.43123,6,-2.43123
2020-06-03,8.33134,8,-0.331335
2020-06-04,8.23263,6,-2.23263
2020-06-05,8.13509,12,3.86491
2020-06-06,8.03871,10,1.96129
2020-06-07,7.94347,9,1.05653
2020-06-08,7.84936,17,9.15064
2020-06-09,7.75637,18,10.2436
2020-06-10,7.66447,12,4.33553
2020-06-11,7.57367,+,-7.57367
