Data,Saida_Estimada,Saida,Erro
2020-03-27,0,0
2020-03-28,0,0
2020-03-29,0,0
2020-03-30,0,0
2020-03-31,0,0
2020-04-01,0,0
2020-04-02,0,0
2020-04-03,0,0
2020-04-04,0,0
2020-04-05,0,0
2020-04-06,0,0
2020-04-07,0,0
2020-04-08,0,0
2020-04-09,0,0
2020-04-10,0,0
2020-04-11,0,0
2020-04-12,0,0
2020-04-13,0,0
2020-04-14,0,0
2020-04-15,0,0
2020-04-16,0,0
2020-04-17,0,0
2020-04-18,0,0
2020-04-19,0,1
2020-04-20,1,0
2020-04-21,1,0
2020-04-22,1,0
2020-04-23,1,0
2020-04-24,1,0
2020-04-25,1,0
2020-04-26,1,0
2020-04-27,1,0
2020-04-28,1,0
2020-04-29,1,0
2020-04-30,1,0
2020-05-01,1,1
2020-05-02,2,0
2020-05-03,2,0
2020-05-04,2,0
2020-05-05,2,2
2020-05-06,5,1
2020-05-07,7,-1
2020-05-08,6,+
2020-05-09,6,+
2020-05-10,6,1
2020-05-11,7,+
2020-05-12,7,1
2020-05-13,8,1
2020-05-14,9,+
2020-05-15,9,3
2020-05-16,13,3
2020-05-17,18,+
2020-05-18,19,+
2020-05-19,19,1
2020-05-20,20,1
2020-05-21,21,2
2020-05-22,24,1
2020-05-23,26,+
2020-05-24,26,4
2020-05-25,32,1
2020-05-26,35,+
2020-05-27,36,-1
2020-05-28,35,6
2020-05-29,44,+
2020-05-30,46,+
2020-05-31,47,2
2020-06-01,51,-2
2020-06-02,49,4
2020-06-03,56,+
2020-06-04,58,5
2020-06-05,67,+
2020-06-06,70,-1
2020-06-07,71,3
2020-06-08,77,1
2020-06-09,81,1
2020-06-10,85,-1
2020-06-11,86,5
2020-06-12,96,-1
2020-06-13,98,2
2020-06-14,104,1
2020-06-15,109,3
2020-06-16,117,-3
2020-06-17,117,-1
2020-06-18,119,2
2020-06-19,125,8
2020-06-20,141,-1
2020-06-21,146,3
2020-06-22,156,+
2020-06-23,162,5
2020-06-24,175,-1
2020-06-25,180,1
2020-06-26,187,-3
2020-06-27,188,-4
2020-06-28,187,+
2020-06-29,192,-2
2020-06-30,195,4
2020-07-01,207,5
2020-07-02,222,-3
2020-07-03,226,-1
2020-07-04,232,-3
2020-07-05,235,-3
2020-07-06,237,-2
2020-07-07,240,4
2020-07-08,253,-253
2020-07-09,259,+
2020-07-10,266,+
2020-07-11,273,+
2020-07-12,280,+
2020-07-13,287,+
2020-07-14,295,+
2020-07-15,302,+
2020-07-16,310,+
2020-07-17,319,+
2020-07-18,327,+
2020-07-19,336,+
2020-07-20,345,+
2020-07-21,355,+
2020-07-22,365,+
2020-07-23,375,+
