Data,Saida_Estimada,Saida,Erro
2020-04-22,2,0
2020-04-23,2,0
2020-04-24,2,0
2020-04-25,2,2
2020-04-26,3,1
2020-04-27,4,1
2020-04-28,4,1
2020-04-29,5,0
2020-04-30,5,2
2020-05-01,6,1
2020-05-02,7,0
2020-05-03,7,0
2020-05-04,7,1
2020-05-05,8,0
2020-05-06,8,0
2020-05-07,8,0
2020-05-08,8,2
2020-05-09,9,1
2020-05-10,10,0
2020-05-11,10,0
2020-05-12,10,0
2020-05-13,10,0
2020-05-14,10,1
2020-05-15,11,0
2020-05-16,11,1
2020-05-17,12,1
2020-05-18,13,0
2020-05-19,13,-13
2020-05-20,13,0
2020-05-21,14,0
2020-05-22,14,0
2020-05-23,15,0
2020-05-24,15,0
2020-05-25,16,0
2020-05-26,16,0
2020-05-27,17,0
2020-05-28,18,0
2020-05-29,18,0
2020-05-30,19,0
2020-05-31,20,0
2020-06-01,21,0
2020-06-02,22,+
2020-06-03,22,+
