Data,Saida_Estimada,Saida,Erro
2020-03-27,0,0,0
2020-03-28,0,0,0
2020-03-29,0,0,0
2020-03-30,0,0,0
2020-03-31,0,0,0
2020-04-01,0,0,0
2020-04-02,0,0,0
2020-04-03,0,0,0
2020-04-04,0,0,0
2020-04-05,0,0,0
2020-04-06,0,0,0
2020-04-07,0,0,0
2020-04-08,0,0,0
2020-04-09,0,0,0
2020-04-10,0,0,0
2020-04-11,0,0,0
2020-04-12,0,0,0
2020-04-13,0,1,1
2020-04-14,1,1,0
2020-04-15,1,1,0
2020-04-16,1,1,0
2020-04-17,1,1,0
2020-04-18,1,1,0
2020-04-19,1,1,0
2020-04-20,1,1,0
2020-04-21,1,1,0
2020-04-22,1,1,0
2020-04-23,1,2,1
2020-04-24,2,2,0
2020-04-25,2,2,0
2020-04-26,2,2,0
2020-04-27,2,2,0
2020-04-28,2,2,0
2020-04-29,2,2,0
2020-04-30,2,2,0
2020-05-01,2,2,0
2020-05-02,2,2,0
2020-05-03,2,2,0
2020-05-04,2,2,0
2020-05-05,2,2,0
2020-05-06,2,2,0
2020-05-07,2,2,+
2020-05-08,2,2,+
2020-05-09,2,2,+
2020-05-10,2,2,+
2020-05-11,2,2,+
2020-05-12,2,2,+
2020-05-13,2,2,+
2020-05-14,2,2,+
2020-05-15,2,2,+
2020-05-16,2,3,1
2020-05-17,3,3,+
2020-05-18,3,3,+
2020-05-19,3,3,+
2020-05-20,3,3,+
2020-05-21,3,4,1
2020-05-22,4,4,+
2020-05-23,4,4,+
2020-05-24,4,4,+
2020-05-25,4,4,+
2020-05-26,4,4,+
2020-05-27,4,6,2
2020-05-28,6,6,+
2020-05-29,6,7,1
2020-05-30,7,7,+
2020-05-31,7,7,+
2020-06-01,7,9,2
2020-06-02,9,9,+
2020-06-03,9,10,1
2020-06-04,10,11,1
2020-06-05,11,11,+
2020-06-06,11,14,3
2020-06-07,14,16,2
2020-06-08,17,16,-1
2020-06-09,17,17,+
2020-06-10,18,16,-2
2020-06-11,17,16,-1
2020-06-12,17,17,+
2020-06-13,18,18,+
2020-06-14,19,20,1
2020-06-15,21,21,+
2020-06-16,22,23,1
2020-06-17,24,30,6
2020-06-18,31,31,+
2020-06-19,33,34,1
2020-06-20,35.2212,39,3.77883
2020-06-21,37.5878,45,7.41219
2020-06-22,40.1136,49,8.88635
2020-06-23,42.8092,48,5.19079
2020-06-24,45.6859,53,7.3141
2020-06-25,48.7559,59,10.2441
2020-06-26,52.0322,59,6.96779
2020-06-27,55.5287,69,13.4713
2020-06-28,59.2601,71,11.7399
2020-06-29,63.2423,71,7.75774
2020-06-30,67.492,71,3.50799
2020-07-01,72.0273,76,3.97265
2020-07-02,76.8674,83,6.13256
2020-07-03,82.0328,89,6.96721
2020-07-04,87.5452,97,9.45477
2020-07-05,93.4281,4.03158e-321,-93.4281
