Data,Saida_Estimada,Data
2020-02-25,0,2020-02-25
2020-02-26,0,2020-02-26
2020-02-27,0,2020-02-27
2020-02-28,0,2020-02-28
2020-02-29,0,2020-02-29
2020-03-01,0,2020-03-01
2020-03-02,0,2020-03-02
2020-03-03,0,2020-03-03
2020-03-04,0,2020-03-04
2020-03-05,0,2020-03-05
2020-03-06,0,2020-03-06
2020-03-07,0,2020-03-07
2020-03-08,0,2020-03-08
2020-03-09,0,2020-03-09
2020-03-10,0,2020-03-10
2020-03-11,0,2020-03-11
2020-03-12,0,2020-03-12
2020-03-13,0,2020-03-13
2020-03-14,0,2020-03-14
2020-03-15,0,2020-03-15
2020-03-16,0,2020-03-16
2020-03-17,0,2020-03-17
2020-03-18,0,2020-03-18
2020-03-19,0,2020-03-19
2020-03-20,0,2020-03-20
2020-03-21,0,2020-03-21
2020-03-22,0,2020-03-22
2020-03-23,0,2020-03-23
2020-03-24,0,2020-03-24
2020-03-25,0,2020-03-25
2020-03-26,0,2020-03-26
2020-03-27,4,2020-03-27
2020-03-28,3,2020-03-28
2020-03-29,4,2020-03-29
2020-03-30,5,2020-03-30
2020-03-31,5,2020-03-31
2020-04-01,7,2020-04-01
2020-04-02,8,2020-04-02
2020-04-03,24,2020-04-03
2020-04-04,23,2020-04-04
2020-04-05,22,2020-04-05
2020-04-06,27,2020-04-06
2020-04-07,30,2020-04-07
2020-04-08,32,2020-04-08
2020-04-09,48,2020-04-09
2020-04-10,60,2020-04-10
2020-04-11,60,2020-04-11
2020-04-12,71,2020-04-12
2020-04-13,78,2020-04-13
2020-04-14,98,2020-04-14
2020-04-15,114,2020-04-15
2020-04-16,121,2020-04-16
2020-04-17,129,2020-04-17
2020-04-18,160,2020-04-18
2020-04-19,189,2020-04-19
2020-04-20,193,2020-04-20
2020-04-21,206,2020-04-21
2020-04-22,225,2020-04-22
2020-04-23,244,2020-04-23
2020-04-24,283,2020-04-24
2020-04-25,296,2020-04-25
2020-04-26,325,2020-04-26
2020-04-27,339,2020-04-27
2020-04-28,420,2020-04-28
2020-04-29,416,2020-04-29
2020-04-30,463,2020-04-30
2020-05-01,506,2020-05-01
2020-05-02,523,2020-05-02
2020-05-03,665,2020-05-03
2020-05-04,694,2020-05-04
2020-05-05,744,2020-05-05
2020-05-06,840,2020-05-06
2020-05-07,884,2020-05-07
2020-05-08,941,2020-05-08
2020-05-09,1008,2020-05-09
2020-05-10,1118,2020-05-10
2020-05-11,1155,2020-05-11
2020-05-12,1240,2020-05-12
2020-05-13,1339,2020-05-13
2020-05-14,1456,2020-05-14
2020-05-15,1451,2020-05-15
2020-05-16,1529,2020-05-16
2020-05-17,1696,2020-05-17
2020-05-18,1685,2020-05-18
2020-05-19,1822,2020-05-19
2020-05-20,1933,2020-05-20
2020-05-21,1955,2020-05-21
2020-05-22,2298,2020-05-22
2020-05-23,2330,2020-05-23
2020-05-24,2377,2020-05-24
2020-05-25,2379,2020-05-25
2020-05-26,2605,2020-05-26
2020-05-27,2696,2020-05-27
2020-05-28,2751,2020-05-28
2020-05-29,2813,2020-05-29
2020-05-30,2964,2020-05-30
2020-05-31,3052,2020-05-31
2020-06-01,3093,2020-06-01
2020-06-02,3318,2020-06-02
2020-06-03,3575,2020-06-03
2020-06-04,3746,2020-06-04
2020-06-05,3967,2020-06-05
2020-06-06,3999,2020-06-06
2020-06-07,4075,2020-06-07
2020-06-08,4073,2020-06-08
2020-06-09,4256,2020-06-09
2020-06-10,4467,2020-06-10
2020-06-11,4635,2020-06-11
2020-06-12,4826,2020-06-12
2020-06-13,4933,2020-06-13
2020-06-14,4946,2020-06-14
2020-06-15,4976,2020-06-15
2020-06-16,5153,2020-06-16
'2020-06-17',5203,+
'2020-06-18',5360,+
'2020-06-19',5530,+
'2020-06-20',5707,+
'2020-06-21',5891,+
'2020-06-22',6081,+
'2020-06-23',6277,+
'2020-06-24',6479,+
'2020-06-25',6689,+
'2020-06-26',6904,+
'2020-06-27',7127,+
'2020-06-28',7357,+
'2020-06-29',7595,+
'2020-06-30',7840,+
'2020-07-01',8093,+
'2020-07-02',8354,+
