Data,Saida_Estimada,Saida,Erro
2020-03-27,0,0
2020-03-28,1,0
2020-03-29,1,0
2020-03-30,1,0
2020-03-31,1,0
2020-04-01,1,0
2020-04-02,1,0
2020-04-03,1,0
2020-04-04,1,0
2020-04-05,1,2
2020-04-06,2,1
2020-04-07,3,0
2020-04-08,3,0
2020-04-09,3,0
2020-04-10,3,0
2020-04-11,3,0
2020-04-12,3,0
2020-04-13,3,0
2020-04-14,3,0
2020-04-15,3,0
2020-04-16,3,0
2020-04-17,3,0
2020-04-18,3,0
2020-04-19,3,2
2020-04-20,5,0
2020-04-21,5,2
2020-04-22,7,1
2020-04-23,8,1
2020-04-24,9,1
2020-04-25,10,-1
2020-04-26,9,5
2020-04-27,14,0
2020-04-28,14,-2
2020-04-29,12,0
2020-04-30,12,1
2020-05-01,13,-1
2020-05-02,12,1
2020-05-03,13,-1
2020-05-04,12,8
2020-05-05,20,1
2020-05-06,22,-1
2020-05-07,22,1
2020-05-08,24,1
2020-05-09,26,-1
2020-05-10,26,5
2020-05-11,32,1
2020-05-12,34,7
2020-05-13,42,-1
2020-05-14,43,+
2020-05-15,45,1
2020-05-16,48,-2
2020-05-17,48,1
2020-05-18,51,3
2020-05-19,56,9
2020-05-20,67,-1
2020-05-21,70,-2
2020-05-22,72,24
2020-05-23,99,-3
2020-05-24,102,-6
2020-05-25,102,-5
2020-05-26,103,-6
2020-05-27,103,-7
2020-05-28,102,-2
2020-05-29,105,1
2020-05-30,112,129
2020-05-31,241,1
2020-06-01,257,25
2020-06-02,295,12
2020-06-03,323,14
2020-06-04,355,59
2020-06-05,431,-7
2020-06-06,450,-21
2020-06-07,455,21
2020-06-08,501,-23
2020-06-09,508,14
2020-06-10,550,32
2020-06-11,612,7
2020-06-12,654,-25
2020-06-13,668,-21
2020-06-14,686,-39
2020-06-15,688,117
2020-06-16,838,-13
2020-06-17,875,26
2020-06-18,950,-33
2020-06-19,973,49
2020-06-20,1075,101
2020-06-21,1234,-44
2020-06-22,1264,-57
2020-06-23,1282,-7
2020-06-24,1349,-59
2020-06-25,1370,-45
2020-06-26,1405,-44
2020-06-27,1444,-37
2020-06-28,1491,-29
2020-06-29,1549,15
2020-06-30,1652,63
2020-07-01,1807,-24
2020-07-02,1889,93
2020-07-03,2086,4
2020-07-04,2211,-70
2020-07-05,2272,-18
2020-07-06,2385,-29
2020-07-07,2495,89
2020-07-08,2723,+
2020-07-09,2849,+
2020-07-10,2981,+
2020-07-11,3120,+
2020-07-12,3268,+
2020-07-13,3424,+
2020-07-14,3590,+
2020-07-15,3764,+
2020-07-16,3950,+
2020-07-17,4145,+
2020-07-18,4352,+
2020-07-19,4571,+
2020-07-20,4803,+
2020-07-21,5048,+
2020-07-22,5308,+
2020-07-23,5582,+
