Data,Saida_Estimada,Data
2020-02-25,0,2020-02-25
2020-02-26,0,2020-02-26
2020-02-27,0,2020-02-27
2020-02-28,0,2020-02-28
2020-02-29,0,2020-02-29
2020-03-01,0,2020-03-01
2020-03-02,0,2020-03-02
2020-03-03,0,2020-03-03
2020-03-04,0,2020-03-04
2020-03-05,0,2020-03-05
2020-03-06,0,2020-03-06
2020-03-07,0,2020-03-07
2020-03-08,0,2020-03-08
2020-03-09,0,2020-03-09
2020-03-10,0,2020-03-10
2020-03-11,0,2020-03-11
2020-03-12,0,2020-03-12
2020-03-13,0,2020-03-13
2020-03-14,2,2020-03-14
2020-03-15,4,2020-03-15
2020-03-16,6,2020-03-16
2020-03-17,7,2020-03-17
2020-03-18,7,2020-03-18
2020-03-19,10,2020-03-19
2020-03-20,20,2020-03-20
2020-03-21,21,2020-03-21
2020-03-22,53,2020-03-22
2020-03-23,59,2020-03-23
2020-03-24,70,2020-03-24
2020-03-25,111,2020-03-25
2020-03-26,112,2020-03-26
2020-03-27,126,2020-03-27
2020-03-28,154,2020-03-28
2020-03-29,190,2020-03-29
2020-03-30,200,2020-03-30
2020-03-31,203,2020-03-31
2020-04-01,226,2020-04-01
2020-04-02,243,2020-04-02
2020-04-03,255,2020-04-03
2020-04-04,291,2020-04-04
2020-04-05,346,2020-04-05
2020-04-06,369,2020-04-06
2020-04-07,392,2020-04-07
2020-04-08,431,2020-04-08
2020-04-09,473,2020-04-09
2020-04-10,518,2020-04-10
2020-04-11,719,2020-04-11
2020-04-12,757,2020-04-12
2020-04-13,794,2020-04-13
2020-04-14,803,2020-04-14
2020-04-15,855,2020-04-15
2020-04-16,882,2020-04-16
2020-04-17,914,2020-04-17
2020-04-18,958,2020-04-18
2020-04-19,995,2020-04-19
2020-04-20,1008,2020-04-20
2020-04-21,1060,2020-04-21
2020-04-22,1099,2020-04-22
2020-04-23,1128,2020-04-23
2020-04-24,1153,2020-04-24
2020-04-25,1210,2020-04-25
2020-04-26,1251,2020-04-26
2020-04-27,1277,2020-04-27
2020-04-28,1384,2020-04-28
2020-04-29,1528,2020-04-29
2020-04-30,2071,2020-04-30
2020-05-01,2157,2020-05-01
2020-05-02,2176,2020-05-02
2020-05-03,2430,2020-05-03
2020-05-04,2426,2020-05-04
2020-05-05,2608,2020-05-05
2020-05-06,2714,2020-05-06
2020-05-07,3021,2020-05-07
2020-05-08,3190,2020-05-08
2020-05-09,3316,2020-05-09
2020-05-10,3490,2020-05-10
2020-05-11,3547,2020-05-11
2020-05-12,3651,2020-05-12
2020-05-13,3864,2020-05-13
2020-05-14,3960,2020-05-14
2020-05-15,4488,2020-05-15
2020-05-16,4721,2020-05-16
2020-05-17,4839,2020-05-17
2020-05-18,4941,2020-05-18
2020-05-19,5358,2020-05-19
2020-05-20,5602,2020-05-20
2020-05-21,5688,2020-05-21
2020-05-22,5803,2020-05-22
2020-05-23,6693,2020-05-23
2020-05-24,6835,2020-05-24
2020-05-25,6926,2020-05-25
2020-05-26,7113,2020-05-26
2020-05-27,7258,2020-05-27
2020-05-28,7630,2020-05-28
2020-05-29,8284,2020-05-29
2020-05-30,8830,2020-05-30
2020-05-31,9082,2020-05-31
2020-06-01,9350,2020-06-01
2020-06-02,9830,2020-06-02
2020-06-03,9993,2020-06-03
2020-06-04,10383,2020-06-04
2020-06-05,10900,2020-06-05
2020-06-06,11222,2020-06-06
2020-06-07,11678,2020-06-07
2020-06-08,11965,2020-06-08
2020-06-09,11960,2020-06-09
2020-06-10,12619,2020-06-10
2020-06-11,13031,2020-06-11
2020-06-12,13402,2020-06-12
'2020-06-13',13618,+
'2020-06-14',14091,+
'2020-06-15',14581,+
'2020-06-16',15088,+
'2020-06-17',15613,+
'2020-06-18',16155,+
'2020-06-19',16717,+
'2020-06-20',17298,+
'2020-06-21',17900,+
'2020-06-22',18522,+
'2020-06-23',19166,+
'2020-06-24',19833,+
'2020-06-25',20522,+
'2020-06-26',21236,+
'2020-06-27',21974,+
'2020-06-28',22738,+
