Data,Saida_Estimada,Saida,Erro
2020-03-27,0,0
2020-03-28,0,0
2020-03-29,0,0
2020-03-30,0,0
2020-03-31,0,0
2020-04-01,0,0
2020-04-02,0,0
2020-04-03,0,0
2020-04-04,0,0
2020-04-05,0,0
2020-04-06,0,0
2020-04-07,0,0
2020-04-08,0,0
2020-04-09,0,0
2020-04-10,0,0
2020-04-11,0,0
2020-04-12,0,0
2020-04-13,0,0
2020-04-14,0,2
2020-04-15,3,-1
2020-04-16,2,0
2020-04-17,2,0
2020-04-18,2,0
2020-04-19,2,0
2020-04-20,2,2
2020-04-21,5,-1
2020-04-22,4,1
2020-04-23,5,0
2020-04-24,5,0
2020-04-25,5,0
2020-04-26,5,0
2020-04-27,5,1
2020-04-28,6,0
2020-04-29,6,1
2020-04-30,7,8
2020-05-01,20,6
2020-05-02,33,-7
2020-05-03,26,28
2020-05-04,72,-14
2020-05-05,61,5
2020-05-06,72,-1
2020-05-07,75,+
2020-05-08,78,7
2020-05-09,92,-1
2020-05-10,96,-1
2020-05-11,98,3
2020-05-12,106,21
2020-05-13,145,-13
2020-05-14,137,29
2020-05-15,190,12
2020-05-16,227,-1
2020-05-17,244,-18
2020-05-18,229,11
2020-05-19,252,5
2020-05-20,271,17
2020-05-21,312,38
2020-05-22,394,-13
2020-05-23,406,-17
2020-05-24,399,-1
2020-05-25,409,-1
2020-05-26,420,63
2020-05-27,538,-20
2020-05-28,547,37
2020-05-29,634,3
2020-05-30,680,-20
2020-05-31,684,-3
2020-06-01,704,-23
2020-06-02,690,180
2020-06-03,1003,21
2020-06-04,1137,19
2020-06-05,1257,63
2020-06-06,1444,-32
2020-06-07,1491,85
2020-06-08,1704,-54
2020-06-09,1721,26
2020-06-10,1834,109
2020-06-11,2096,-16
2020-06-12,2198,-1
2020-06-13,2303,89
2020-06-14,2551,-105
2020-06-15,2516,-55
2020-06-16,2506,40
2020-06-17,2637,86
2020-06-18,2876,38
2020-06-19,3078,17
2020-06-20,3256,-14
2020-06-21,3383,63
2020-06-22,3626,70
2020-06-23,3910,-52
2020-06-24,4018,140
2020-06-25,4410,-38
2020-06-26,4572,88
2020-06-27,4912,-14
2020-06-28,5121,-96
2020-06-29,5179,-114
2020-06-30,5164,107
2020-07-01,5479,67
2020-07-02,5803,8
2020-07-03,6065,-48
2020-07-04,6236,-76
2020-07-05,6341,-143
2020-07-06,6312,-111
2020-07-07,6293,85
2020-07-08,6584,-6584
2020-07-09,6763,+
2020-07-10,6948,+
2020-07-11,7138,+
2020-07-12,7334,+
2020-07-13,7538,+
2020-07-14,7748,+
2020-07-15,7967,+
2020-07-16,8194,+
2020-07-17,8429,+
2020-07-18,8673,+
2020-07-19,8927,+
2020-07-20,9190,+
2020-07-21,9463,+
2020-07-22,9747,+
2020-07-23,10041,+
