Data,Saida_Estimada,Saida,Erro
2020-04-14,1,0
2020-04-15,1,0
2020-04-16,1,0
2020-04-17,2,0
2020-04-18,2,0
2020-04-19,2,0
2020-04-20,2,2
2020-04-21,4,0
2020-04-22,4,2
2020-04-23,6,-1
2020-04-24,5,1
2020-04-25,6,0
2020-04-26,6,1
2020-04-27,7,0
2020-04-28,7,1
2020-04-29,8,2
2020-04-30,10,6
2020-05-01,17,-5
2020-05-02,12,2
2020-05-03,15,0
2020-05-04,16,-1
2020-05-05,15,0
2020-05-06,15,1
2020-05-07,17,2
2020-05-08,20,2
2020-05-09,23,2
2020-05-10,26,2
2020-05-11,30,-2
2020-05-12,29,1
2020-05-13,32,-2
2020-05-14,31,-1
2020-05-15,31,0
2020-05-16,33,3
2020-05-17,38,3
2020-05-18,44,-1
2020-05-19,45,-1
2020-05-20,46,0
2020-05-21,49,1
2020-05-22,53,6
2020-05-23,63,2
2020-05-24,69,5
2020-05-25,79,-3
2020-05-26,81,-2
2020-05-27,84,-1
2020-05-28,88,1
2020-05-29,95,+
2020-05-30,101,-2
2020-05-31,105,-1
2020-06-01,111,-3
2020-06-02,115,+
2020-06-03,122,2
2020-06-04,132,4
2020-06-05,145,1
2020-06-06,156,7
2020-06-07,174,-1
2020-06-08,184,2
2020-06-09,199,-199
2020-06-10,210,+
2020-06-11,222,+
2020-06-12,235,+
2020-06-13,249,+
2020-06-14,263,+
2020-06-15,279,+
2020-06-16,296,+
2020-06-17,314,+
2020-06-18,334,+
2020-06-19,354,+
2020-06-20,377,+
2020-06-21,400,+
2020-06-22,426,+
2020-06-23,453,+
2020-06-24,482,+
