Data,Saida_Estimada,Data
2020-03-27,0,2020-03-27
2020-03-28,0,2020-03-28
2020-03-29,0,2020-03-29
2020-03-30,0,2020-03-30
2020-03-31,0,2020-03-31
2020-04-01,0,2020-04-01
2020-04-02,0,2020-04-02
2020-04-03,0,2020-04-03
2020-04-04,0,2020-04-04
2020-04-05,0,2020-04-05
2020-04-06,0,2020-04-06
2020-04-07,0,2020-04-07
2020-04-08,1,2020-04-08
2020-04-09,1,2020-04-09
2020-04-10,1,2020-04-10
2020-04-11,1,2020-04-11
2020-04-12,1,2020-04-12
2020-04-13,1,2020-04-13
2020-04-14,1,2020-04-14
2020-04-15,1,2020-04-15
2020-04-16,1,2020-04-16
2020-04-17,1,2020-04-17
2020-04-18,1,2020-04-18
2020-04-19,1,2020-04-19
2020-04-20,1,2020-04-20
2020-04-21,1,2020-04-21
2020-04-22,1,2020-04-22
2020-04-23,2,2020-04-23
2020-04-24,2,2020-04-24
2020-04-25,2,2020-04-25
2020-04-26,5,2020-04-26
2020-04-27,6,2020-04-27
2020-04-28,6,2020-04-28
2020-04-29,6,2020-04-29
2020-04-30,7,2020-04-30
2020-05-01,10,2020-05-01
2020-05-02,12,2020-05-02
2020-05-03,14,2020-05-03
2020-05-04,16,2020-05-04
2020-05-05,18,2020-05-05
2020-05-06,21,2020-05-06
2020-05-07,21,2020-05-07
2020-05-08,22,2020-05-08
2020-05-09,27,2020-05-09
2020-05-10,33,2020-05-10
2020-05-11,33,2020-05-11
2020-05-12,36,2020-05-12
2020-05-13,37,2020-05-13
2020-05-14,39,2020-05-14
2020-05-15,50,2020-05-15
2020-05-16,57,2020-05-16
2020-05-17,61,2020-05-17
2020-05-18,60,2020-05-18
2020-05-19,60,2020-05-19
2020-05-20,64,2020-05-20
2020-05-21,64,2020-05-21
2020-05-22,75,2020-05-22
2020-05-23,78,2020-05-23
2020-05-24,79,2020-05-24
2020-05-25,79,2020-05-25
2020-05-26,91,2020-05-26
2020-05-27,92,2020-05-27
2020-05-28,100,2020-05-28
2020-05-29,101,2020-05-29
2020-05-30,101,2020-05-30
2020-05-31,102,2020-05-31
2020-06-01,123,2020-06-01
2020-06-02,128,2020-06-02
2020-06-03,167,2020-06-03
2020-06-04,180,2020-06-04
2020-06-05,181,2020-06-05
2020-06-06,185,2020-06-06
2020-06-07,186,2020-06-07
2020-06-08,189,2020-06-08
2020-06-09,190,2020-06-09
2020-06-10,179,2020-06-10
2020-06-11,216,2020-06-11
2020-06-12,222,2020-06-12
2020-06-13,224,2020-06-13
2020-06-14,224,2020-06-14
2020-06-15,229,2020-06-15
2020-06-16,261,2020-06-16
2020-06-17,267,2020-06-17
2020-06-18,271,2020-06-18
2020-06-19,272,2020-06-19
2020-06-20,277,2020-06-20
2020-06-21,311,2020-06-21
2020-06-22,315,2020-06-22
2020-06-23,329,2020-06-23
2020-06-24,335,2020-06-24
2020-06-25,347,2020-06-25
2020-06-26,352,2020-06-26
2020-06-27,367,2020-06-27
2020-06-28,372,2020-06-28
2020-06-29,381,2020-06-29
2020-06-30,395,2020-06-30
2020-07-01,400,2020-07-01
2020-07-02,404,2020-07-02
2020-07-03,413,2020-07-03
2020-07-04,431,2020-07-04
2020-07-05,440,2020-07-05
2020-07-06,447,2020-07-06
2020-07-07,475,2020-07-07
2020-07-08,494,2020-07-08
2020-07-09,511,2020-07-09
2020-07-10,534,2020-07-10
2020-07-11,550,2020-07-11
2020-07-12,553,2020-07-12
2020-07-13,563,2020-07-13
2020-07-14,564,2020-07-14
2020-07-15,573,2020-07-15
2020-07-16,579,2020-07-16
2020-07-17,581,2020-07-17
2020-07-18,590,2020-07-18
2020-07-19,594,2020-07-19
'2020-07-20',626,+
'2020-07-21',642,+
'2020-07-22',659,+
'2020-07-23',676,+
'2020-07-24',693,+
'2020-07-25',711,+
'2020-07-26',730,+
'2020-07-27',749,+
'2020-07-28',768,+
'2020-07-29',788,+
'2020-07-30',809,+
'2020-07-31',830,+
'2020-08-01',852,+
'2020-08-02',874,+
'2020-08-03',896,+
'2020-08-04',920,+
