Data,Saida_Estimada,Data
2020-03-28,46,2020-03-28
2020-03-29,60,2020-03-29
2020-03-30,60,2020-03-30
2020-03-31,54,2020-03-31
2020-04-01,-25,2020-04-01
2020-04-02,75,2020-04-02
2020-04-03,73,2020-04-03
2020-04-04,106,2020-04-04
2020-04-05,148,2020-04-05
2020-04-06,221,2020-04-06
2020-04-07,241,2020-04-07
2020-04-08,317,2020-04-08
2020-04-09,296,2020-04-09
2020-04-10,391,2020-04-10
2020-04-11,478,2020-04-11
2020-04-12,568,2020-04-12
2020-04-13,607,2020-04-13
2020-04-14,715,2020-04-14
2020-04-15,757,2020-04-15
2020-04-16,882,2020-04-16
2020-04-17,1056,2020-04-17
2020-04-18,1271,2020-04-18
2020-04-19,1337,2020-04-19
2020-04-20,1461,2020-04-20
2020-04-21,1600,2020-04-21
2020-04-22,1729,2020-04-22
2020-04-23,1976,2020-04-23
2020-04-24,2113,2020-04-24
2020-04-25,2357,2020-04-25
2020-04-26,2684,2020-04-26
2020-04-27,2836,2020-04-27
2020-04-28,3104,2020-04-28
2020-04-29,3299,2020-04-29
2020-04-30,3622,2020-04-30
2020-05-01,4022,2020-05-01
2020-05-02,4248,2020-05-02
2020-05-03,4788,2020-05-03
2020-05-04,5007,2020-05-04
2020-05-05,5074,2020-05-05
2020-05-06,5291,2020-05-06
2020-05-07,5639,2020-05-07
2020-05-08,6202,2020-05-08
2020-05-09,6509,2020-05-09
2020-05-10,6980,2020-05-10
2020-05-11,7373,2020-05-11
2020-05-12,7557,2020-05-12
2020-05-13,7806,2020-05-13
2020-05-14,8097,2020-05-14
2020-05-15,8465,2020-05-15
2020-05-16,8675,2020-05-16
2020-05-17,10016,2020-05-17
2020-05-18,10145,2020-05-18
2020-05-19,10390,2020-05-19
2020-05-20,10982,2020-05-20
2020-05-21,11462,2020-05-21
2020-05-22,12054,2020-05-22
2020-05-23,13132,2020-05-23
2020-05-24,13298,2020-05-24
2020-05-25,13682,2020-05-25
2020-05-26,13902,2020-05-26
2020-05-27,14029,2020-05-27
2020-05-28,14488,2020-05-28
2020-05-29,14738,2020-05-29
2020-05-30,15252,2020-05-30
2020-05-31,15532,2020-05-31
2020-06-01,15852,2020-06-01
2020-06-02,15903,2020-06-02
'2020-06-03',16350,+
'2020-06-04',16838,+
'2020-06-05',17342,+
'2020-06-06',17854,+
'2020-06-07',18370,+
'2020-06-08',18890,+
'2020-06-09',19412,+
'2020-06-10',19938,+
'2020-06-11',20466,+
'2020-06-12',20996,+
'2020-06-13',21362,+
'2020-06-14',21565,+
'2020-06-15',21709,+
'2020-06-16',21833,+
'2020-06-17',21949,+
'2020-06-18',22064,+
'2020-06-19',22178,+
'2020-06-20',22292,+
'2020-06-21',22407,+
'2020-06-22',22522,+
'2020-06-23',22638,+
'2020-06-24',22755,+
'2020-06-25',22872,+
'2020-06-26',22989,+
'2020-06-27',23108,+
