Data,Saida_Estimada,Saida,Erro
2020-03-27,0,0
2020-03-28,0,0
2020-03-29,0,0
2020-03-30,0,0
2020-03-31,0,0
2020-04-01,0,0
2020-04-02,0,0
2020-04-03,0,0
2020-04-04,0,0
2020-04-05,0,0
2020-04-06,0,0
2020-04-07,0,0
2020-04-08,0,0
2020-04-09,0,0
2020-04-10,0,0
2020-04-11,0,0
2020-04-12,0,0
2020-04-13,0,2
2020-04-14,2,0
2020-04-15,2,0
2020-04-16,2,0
2020-04-17,2,6
2020-04-18,9,0
2020-04-19,9,0
2020-04-20,9,1
2020-04-21,10,5
2020-04-22,16,3
2020-04-23,20,7
2020-04-24,29,1
2020-04-25,31,-1
2020-04-26,30,14
2020-04-27,48,24
2020-04-28,80,10
2020-04-29,96,13
2020-04-30,116,6
2020-05-01,127,18
2020-05-02,153,30
2020-05-03,196,-13
2020-05-04,185,5
2020-05-05,194,14
2020-05-06,216,28
2020-05-07,257,1
2020-05-08,266,7
2020-05-09,281,5
2020-05-10,294,-5
2020-05-11,294,6
2020-05-12,307,3
2020-05-13,317,-2
2020-05-14,321,71
2020-05-15,419,10
2020-05-16,446,-15
2020-05-17,438,-1
2020-05-18,445,20
2020-05-19,480,23
2020-05-20,521,-16
2020-05-21,513,5
2020-05-22,529,184
2020-05-23,778,-65
2020-05-24,724,30
2020-05-25,777,27
2020-05-26,830,+
2020-05-27,850,38
2020-05-28,918,146
2020-05-29,1130,84
2020-05-30,1275,-36
2020-05-31,1265,27
2020-06-01,1327,23
2020-06-02,1387,-23
2020-06-03,1389,+
2020-06-04,1418,24
2020-06-05,1479,-33
2020-06-06,1470,-12
2020-06-07,1484,-26
2020-06-08,1481,-23
2020-06-09,1481,-7
2020-06-10,1501,-15
2020-06-11,1512,-16
2020-06-12,1522,-20
2020-06-13,1527,-19
2020-06-14,1533,-25
2020-06-15,1531,58
2020-06-16,1636,-1636
2020-06-17,1658,+
2020-06-18,1678,+
2020-06-19,1698,+
2020-06-20,1717,+
2020-06-21,1737,+
2020-06-22,1757,+
2020-06-23,1778,+
2020-06-24,1799,+
2020-06-25,1821,+
2020-06-26,1843,+
2020-06-27,1866,+
2020-06-28,1889,+
2020-06-29,1913,+
2020-06-30,1937,+
2020-07-01,1962,+
