Data,OAMiA_Al
'2020-05-06',0.0
'2020-05-07',0.0
'2020-05-08',0.0
'2020-05-09',0.0
'2020-05-10',0.0
'2020-05-11',0.0
'2020-05-12',0.0
'2020-05-11',0.0
'2020-05-12',0.0
'2020-04-12',0.0
'2020-04-13',0.0
'2020-04-14',0.0
'2020-04-15',0.0
'2020-04-16',0.0
'2020-04-17',0.0
'2020-04-18',0.0
'2020-04-19',0.0
'2020-04-20',0.0
'2020-04-21',0.0
'2020-04-22',0.0
'2020-04-23',0.0
'2020-04-24',0.0
'2020-04-25',0.0
'2020-04-26',0.0
'2020-04-27',0.0
'2020-04-28',0.0
'2020-04-29',0.0
'2020-04-30',0.0
'2020-05-01',0.0
'2020-05-02',0.0
'2020-05-03',0.0
'2020-05-04',0.0
'2020-05-05',0.0
'2020-05-06',0.0
'2020-05-07',0.0
'2020-05-08',1.0
'2020-05-09',0.0
'2020-05-10',0.0
'2020-05-11',0.0
'2020-05-12',0.0
'2020-04-22',0.0
'2020-04-23',0.0
'2020-04-24',0.0
'2020-04-25',0.0
'2020-04-26',0.0
'2020-04-27',0.0
'2020-04-28',0.0
'2020-04-29',0.0
'2020-04-30',0.0
'2020-05-01',0.0
'2020-05-02',0.0
'2020-05-03',0.0
'2020-05-04',0.0
'2020-05-05',0.0
'2020-05-06',0.0
'2020-05-07',0.0
'2020-05-08',0.0
'2020-05-09',1.0
'2020-05-10',0.0
'2020-05-11',0.0
'2020-05-12',0.0
'2020-04-13',0.0
'2020-04-14',0.0
'2020-04-15',0.0
'2020-04-16',0.0
'2020-04-17',0.0
'2020-04-18',0.0
'2020-04-19',0.0
'2020-04-20',0.0
'2020-04-21',0.0
'2020-04-22',0.0
'2020-04-23',0.0
'2020-04-24',0.0
'2020-04-25',0.0
'2020-04-26',1.0
'2020-04-27',1.0
'2020-04-28',1.0
'2020-04-29',1.0
'2020-04-30',1.0
'2020-05-01',1.0
'2020-05-02',1.0
'2020-05-03',1.0
'2020-05-04',1.0
'2020-05-05',1.0
'2020-05-06',1.0
'2020-05-07',1.0
'2020-05-08',1.0
'2020-05-09',1.0
'2020-05-10',1.0
'2020-05-11',1.0
'2020-05-12',1.0
'2020-03-21',0.0
'2020-03-22',0.0
'2020-03-23',0.0
'2020-03-24',0.0
'2020-03-25',0.0
'2020-03-26',0.0
'2020-03-27',0.0
'2020-03-28',0.0
'2020-03-29',0.0
'2020-03-30',1.0
'2020-03-31',1.0
'2020-04-01',1.0
'2020-04-02',1.0
'2020-04-03',1.0
'2020-04-04',1.0
'2020-04-05',2.0
'2020-04-06',2.0
'2020-04-07',4.0
'2020-04-08',11.0
'2020-04-09',12.0
'2020-04-10',16.0
'2020-04-11',21.0
'2020-04-12',24.0
'2020-04-13',27.0
'2020-04-14',32.0
'2020-04-15',34.0
'2020-04-16',37.0
'2020-04-17',40.0
'2020-04-18',44.0
'2020-04-19',48.0
'2020-04-20',54.0
'2020-04-21',60.0
'2020-04-22',66.0
'2020-04-23',76.0
'2020-04-24',88.0
'2020-04-25',100.0
'2020-04-26',112.0
'2020-04-27',125.0
'2020-04-28',145.0
'2020-04-29',166.0
'2020-04-30',184.0
'2020-05-01',204.0
'2020-05-02',224.0
'2020-05-03',237.0
'2020-05-04',249.0
'2020-05-05',271.0
'2020-05-06',291.0
'2020-05-07',305.0
'2020-05-08',330.0
'2020-05-09',355.0
'2020-05-10',379.0
'2020-05-11',399.0
'2020-05-12',423.0
