Data,SURSRSCA43007
2020-03-27,0.0
2020-03-28,10.0
2020-03-29,11.0
2020-03-30,13.0
2020-03-31,14.0
2020-04-01,15.0
2020-04-02,16.0
2020-04-03,34.0
2020-04-04,35.0
2020-04-05,35.0
2020-04-06,41.0
2020-04-07,42.0
2020-04-08,46.0
2020-04-09,51.0
2020-04-10,54.0
2020-04-11,54.0
2020-04-12,54.0
2020-04-13,55.0
2020-04-14,56.0
2020-04-15,56.0
2020-04-16,57.0
2020-04-17,60.0
2020-04-18,60.0
2020-04-19,60.0
2020-04-20,62.0
2020-04-21,62.0
2020-04-22,62.0
2020-04-23,71.0
2020-04-24,71.0
2020-04-25,75.0
2020-04-26,75.0
2020-04-27,82.0
2020-04-28,82.0
2020-04-29,90.0
2020-04-30,101.0
2020-05-01,101.0
2020-05-02,103.0
2020-05-03,103.0
2020-05-04,103.0
2020-05-05,108.0
2020-05-06,120.0
2020-05-07,124.0
2020-05-08,142.0
2020-05-09,142.0
2020-05-10,142.0
2020-05-11,142.0
2020-05-12,188.0
2020-05-13,188.0
2020-05-14,193.0
2020-05-15,222.0
2020-05-16,224.0
2020-05-17,224.0
2020-05-18,224.0
2020-05-19,224.0
2020-05-20,296.0
2020-05-21,308.0
2020-05-22,313.0
2020-05-23,335.0
2020-05-24,336.0
2020-05-25,342.0
2020-05-26,365.0
2020-05-27,369.0
2020-05-28,412.0
2020-05-29,439.0
2020-05-30,450.0
2020-05-31,451.0
2020-06-01,451.0
2020-06-02,486.0
2020-06-03,515.0
2020-06-04,539.0
2020-06-05,557.0
2020-06-06,593.0
2020-06-07,595.0
2020-06-08,601.0
2020-06-09,658.0
2020-06-10,676.0
2020-06-11,705.0
2020-06-12,711.0
2020-06-13,733.0
2020-06-14,735.0
2020-06-15,813.0
2020-06-16,873.0
2020-06-17,932.0
2020-06-18,1011.0
2020-06-19,1115.0
2020-06-20,1215.0
2020-06-21,1231.0
2020-06-22,1280.0
2020-06-23,1396.0
2020-06-24,1535.0
2020-06-25,1662.0
2020-06-26,1762.0
2020-06-27,1895.0
2020-06-28,1910.0
2020-06-29,1967.0
2020-06-30,2217.0
2020-07-01,2342.0
2020-07-02,2497.0
2020-07-03,2660.0
2020-07-04,2772.0
2020-07-05,2803.0
2020-07-06,2908.0
2020-07-07,3076.0
2020-07-08,3269.0
2020-07-09,3394.0
2020-07-10,3616.0
2020-07-11,3799.0
2020-07-12,3804.0
2020-07-13,3843.0
2020-07-14,4083.0
2020-07-15,4177.0
2020-07-16,4346.0
2020-07-17,4424.0
2020-07-18,4433.0
2020-07-19,4435.0
2020-07-20,4449.0
2020-07-21,4632.0
2020-07-22,5210.0
2020-07-23,5409.0
2020-07-24,5627.0
2020-07-25,5963.0
2020-07-26,5999.0
2020-07-27,6056.0
2020-07-28,6385.0
2020-07-29,6774.0
2020-07-30,7086.0
2020-07-31,7104.0
2020-08-01,7752.0
2020-08-02,7740.0
2020-08-03,7748.0
2020-08-04,7971.0
2020-08-05,8344.0
2020-08-06,8589.0
2020-08-07,8599.0
2020-08-08,9256.0
2020-08-09,9261.0
2020-08-10,9262.0
2020-08-11,9890.0
2020-08-12,10117.0
2020-08-13,10435.0
2020-08-14,10795.0
2020-08-15,11020.0
2020-08-16,11030.0
2020-08-17,11034.0
2020-08-18,11490.0
2020-08-19,11686.0
