Data,SESPRSCA35171
2020-03-27,0.0
2020-03-28,4.0
2020-03-29,4.0
2020-03-30,5.0
2020-03-31,9.0
2020-04-01,12.0
2020-04-02,14.0
2020-04-03,20.0
2020-04-04,26.0
2020-04-05,32.0
2020-04-06,50.0
2020-04-07,63.0
2020-04-08,82.0
2020-04-09,87.0
2020-04-10,91.0
2020-04-11,91.0
2020-04-12,91.0
2020-04-13,93.0
2020-04-14,99.0
2020-04-15,127.0
2020-04-16,132.0
2020-04-17,160.0
2020-04-18,167.0
2020-04-19,165.0
2020-04-20,166.0
2020-04-21,170.0
2020-04-22,174.0
2020-04-23,177.0
2020-04-24,195.0
2020-04-25,215.0
2020-04-26,216.0
2020-04-27,225.0
2020-04-28,239.0
2020-04-29,251.0
2020-04-30,271.0
2020-05-01,279.0
2020-05-02,287.0
2020-05-03,298.0
2020-05-04,302.0
2020-05-05,323.0
2020-05-06,373.0
2020-05-07,403.0
2020-05-08,425.0
2020-05-09,443.0
2020-05-10,444.0
2020-05-11,445.0
2020-05-12,462.0
2020-05-13,511.0
2020-05-14,506.0
2020-05-15,537.0
2020-05-16,563.0
2020-05-17,590.0
2020-05-18,611.0
2020-05-19,636.0
2020-05-20,719.0
2020-05-21,777.0
2020-05-22,819.0
2020-05-23,875.0
2020-05-24,894.0
2020-05-25,933.0
2020-05-26,946.0
2020-05-27,989.0
2020-05-28,1083.0
2020-05-29,1127.0
2020-05-30,1210.0
2020-05-31,1240.0
2020-06-01,1250.0
2020-06-02,1338.0
2020-06-03,1403.0
2020-06-04,1500.0
2020-06-05,1546.0
2020-06-06,1618.0
2020-06-07,1695.0
2020-06-08,1731.0
2020-06-09,1824.0
2020-06-10,1927.0
2020-06-11,2063.0
2020-06-12,2100.0
2020-06-13,2144.0
2020-06-14,2193.0
2020-06-15,2212.0
2020-06-16,2416.0
2020-06-17,2433.0
2020-06-18,2451.0
2020-06-19,2845.0
2020-06-20,2904.0
2020-06-21,2971.0
2020-06-22,3018.0
2020-06-23,3166.0
2020-06-24,3286.0
2020-06-25,3408.0
2020-06-26,3539.0
2020-06-27,3703.0
2020-06-28,3868.0
2020-06-29,3965.0
2020-06-30,4039.0
2020-07-01,4234.0
2020-07-02,4362.0
