Data,NEPBRSCA25004
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,1.0
2020-05-06,1.0
2020-05-07,1.0
2020-05-08,1.0
2020-05-09,1.0
2020-05-10,1.0
2020-05-11,1.0
2020-05-12,2.0
2020-05-13,3.0
2020-05-14,3.0
2020-05-15,4.0
2020-05-16,4.0
2020-05-17,6.0
2020-05-18,6.0
2020-05-19,10.0
2020-05-20,10.0
2020-05-21,11.0
2020-05-22,12.0
2020-05-23,22.0
2020-05-24,23.0
2020-05-25,23.0
2020-05-26,30.0
2020-05-27,41.0
2020-05-28,34.0
2020-05-29,44.0
2020-05-30,53.0
2020-05-31,54.0
2020-06-01,60.0
2020-06-02,82.0
2020-06-03,98.0
2020-06-04,118.0
2020-06-05,140.0
2020-06-06,147.0
2020-06-07,148.0
2020-06-08,151.0
2020-06-09,168.0
2020-06-10,180.0
2020-06-11,188.0
2020-06-12,201.0
2020-06-13,221.0
2020-06-14,223.0
2020-06-15,228.0
2020-06-16,242.0
2020-06-17,274.0
2020-06-18,274.0
2020-06-19,304.0
2020-06-20,322.0
2020-06-21,327.0
2020-06-22,332.0
2020-06-23,351.0
2020-06-24,363.0
2020-06-25,375.0
2020-06-26,397.0
2020-06-27,424.0
2020-06-28,426.0
2020-06-29,434.0
2020-06-30,448.0
2020-07-01,463.0
2020-07-02,474.0
2020-07-03,480.0
2020-07-04,494.0
2020-07-05,496.0
2020-07-06,505.0
2020-07-07,516.0
2020-07-08,543.0
2020-07-09,555.0
2020-07-10,573.0
2020-07-11,591.0
2020-07-12,598.0
2020-07-13,602.0
2020-07-14,621.0
2020-07-15,624.0
2020-07-16,634.0
2020-07-17,647.0
2020-07-18,656.0
2020-07-19,655.0
2020-07-20,657.0
2020-07-21,678.0
2020-07-22,693.0
