Data,NEBARSCA29015
2020-03-27,0.0
2020-03-28,2.0
2020-03-29,2.0
2020-03-30,2.0
2020-03-31,2.0
2020-04-01,4.0
2020-04-02,4.0
2020-04-03,4.0
2020-04-04,5.0
2020-04-05,12.0
2020-04-06,14.0
2020-04-07,16.0
2020-04-08,17.0
2020-04-09,23.0
2020-04-10,24.0
2020-04-11,24.0
2020-04-12,24.0
2020-04-13,24.0
2020-04-14,24.0
2020-04-15,27.0
2020-04-16,29.0
2020-04-17,38.0
2020-04-18,42.0
2020-04-19,47.0
2020-04-20,54.0
2020-04-21,54.0
2020-04-22,54.0
2020-04-23,58.0
2020-04-24,61.0
2020-04-25,63.0
2020-04-26,64.0
2020-04-27,67.0
2020-04-28,71.0
2020-04-29,72.0
2020-04-30,71.0
2020-05-01,75.0
2020-05-02,82.0
2020-05-03,85.0
2020-05-04,93.0
2020-05-05,121.0
2020-05-06,169.0
2020-05-07,188.0
2020-05-08,192.0
2020-05-09,224.0
2020-05-10,243.0
2020-05-11,243.0
2020-05-12,267.0
2020-05-13,294.0
2020-05-14,308.0
2020-05-15,342.0
2020-05-16,346.0
2020-05-17,346.0
2020-05-18,354.0
2020-05-19,407.0
2020-05-20,428.0
2020-05-21,490.0
2020-05-22,507.0
2020-05-23,524.0
2020-05-24,539.0
2020-05-25,551.0
2020-05-26,567.0
2020-05-27,606.0
2020-05-28,625.0
2020-05-29,651.0
2020-05-30,711.0
2020-05-31,710.0
2020-06-01,715.0
2020-06-02,801.0
2020-06-03,833.0
2020-06-04,873.0
2020-06-05,1015.0
2020-06-06,1040.0
2020-06-07,1080.0
2020-06-08,1103.0
2020-06-09,1141.0
2020-06-10,1201.0
2020-06-11,1213.0
2020-06-12,1226.0
2020-06-13,1241.0
2020-06-14,1258.0
2020-06-15,1267.0
2020-06-16,1348.0
2020-06-17,1425.0
2020-06-18,1428.0
2020-06-19,1489.0
2020-06-20,1525.0
2020-06-21,1562.0
2020-06-22,1595.0
2020-06-23,1677.0
