Data,SEMGRSCA31087
2020-03-27,0.0
2020-03-28,2.0
2020-03-29,2.0
2020-03-30,2.0
2020-03-31,2.0
2020-04-01,4.0
2020-04-02,8.0
2020-04-03,8.0
2020-04-04,8.0
2020-04-05,8.0
2020-04-06,8.0
2020-04-07,15.0
2020-04-08,15.0
2020-04-09,15.0
2020-04-10,15.0
2020-04-11,17.0
2020-04-12,22.0
2020-04-13,21.0
2020-04-14,21.0
2020-04-15,22.0
2020-04-16,22.0
2020-04-17,24.0
2020-04-18,24.0
2020-04-19,24.0
2020-04-20,24.0
2020-04-21,24.0
2020-04-22,24.0
2020-04-23,25.0
2020-04-24,25.0
2020-04-25,25.0
2020-04-26,26.0
2020-04-27,26.0
2020-04-28,26.0
2020-04-29,27.0
2020-04-30,27.0
2020-05-01,28.0
2020-05-02,28.0
2020-05-03,28.0
2020-05-04,28.0
2020-05-05,28.0
2020-05-06,28.0
2020-05-07,28.0
2020-05-08,28.0
2020-05-09,30.0
2020-05-10,30.0
2020-05-11,30.0
2020-05-12,30.0
2020-05-13,33.0
2020-05-14,34.0
2020-05-15,36.0
2020-05-16,40.0
2020-05-17,42.0
2020-05-18,44.0
2020-05-19,44.0
2020-05-20,58.0
2020-05-21,60.0
2020-05-22,61.0
2020-05-23,67.0
2020-05-24,68.0
2020-05-25,68.0
2020-05-26,73.0
2020-05-27,73.0
2020-05-28,75.0
2020-05-29,80.0
2020-05-30,101.0
2020-05-31,106.0
2020-06-01,113.0
2020-06-02,116.0
2020-06-03,122.0
2020-06-04,132.0
2020-06-05,155.0
2020-06-06,163.0
2020-06-07,163.0
2020-06-08,163.0
2020-06-09,166.0
2020-06-10,199.0
2020-06-11,211.0
2020-06-12,217.0
2020-06-13,222.0
2020-06-14,228.0
