Data,SUPRRSCA41007
2020-03-27,0.0
2020-03-28,3.0
2020-03-29,3.0
2020-03-30,3.0
2020-03-31,3.0
2020-04-01,3.0
2020-04-02,3.0
2020-04-03,3.0
2020-04-04,6.0
2020-04-05,6.0
2020-04-06,7.0
2020-04-07,8.0
2020-04-08,8.0
2020-04-09,8.0
2020-04-10,8.0
2020-04-11,8.0
2020-04-12,8.0
2020-04-13,8.0
2020-04-14,10.0
2020-04-15,10.0
2020-04-16,12.0
2020-04-17,12.0
2020-04-18,13.0
2020-04-19,18.0
2020-04-20,19.0
2020-04-21,19.0
2020-04-22,19.0
2020-04-23,19.0
2020-04-24,19.0
2020-04-25,19.0
2020-04-26,19.0
2020-04-27,19.0
2020-04-28,19.0
2020-04-29,19.0
2020-04-30,19.0
2020-05-01,19.0
2020-05-02,19.0
2020-05-03,19.0
2020-05-04,19.0
2020-05-05,19.0
2020-05-06,20.0
2020-05-07,20.0
2020-05-08,21.0
2020-05-09,22.0
2020-05-10,22.0
2020-05-11,22.0
2020-05-12,25.0
2020-05-13,25.0
2020-05-14,23.0
2020-05-15,25.0
2020-05-16,25.0
2020-05-17,25.0
2020-05-18,27.0
2020-05-19,30.0
2020-05-20,31.0
2020-05-21,38.0
2020-05-22,39.0
2020-05-23,45.0
2020-05-24,45.0
2020-05-25,46.0
2020-05-26,48.0
2020-05-27,55.0
2020-05-28,55.0
2020-05-29,68.0
2020-05-30,69.0
2020-05-31,70.0
2020-06-01,74.0
2020-06-02,95.0
2020-06-03,115.0
2020-06-04,159.0
2020-06-05,161.0
2020-06-06,166.0
2020-06-07,172.0
2020-06-08,175.0
2020-06-09,182.0
2020-06-10,182.0
2020-06-11,241.0
2020-06-12,243.0
2020-06-13,252.0
2020-06-14,253.0
2020-06-15,254.0
2020-06-16,275.0
2020-06-17,292.0
2020-06-18,312.0
2020-06-19,331.0
2020-06-20,352.0
2020-06-21,361.0
2020-06-22,371.0
2020-06-23,385.0
2020-06-24,411.0
2020-06-25,428.0
2020-06-26,437.0
2020-06-27,442.0
2020-06-28,442.0
2020-06-29,446.0
2020-06-30,464.0
2020-07-01,489.0
2020-07-02,543.0
