Data,SURSRSCA43029
2020-03-27,0.0
2020-03-28,8.0
2020-03-29,9.0
2020-03-30,8.0
2020-03-31,8.0
2020-04-01,8.0
2020-04-02,8.0
2020-04-03,9.0
2020-04-04,9.0
2020-04-05,9.0
2020-04-06,11.0
2020-04-07,11.0
2020-04-08,15.0
2020-04-09,15.0
2020-04-10,18.0
2020-04-11,18.0
2020-04-12,21.0
2020-04-13,21.0
2020-04-14,24.0
2020-04-15,25.0
2020-04-16,25.0
2020-04-17,25.0
2020-04-18,30.0
2020-04-19,30.0
2020-04-20,31.0
2020-04-21,34.0
2020-04-22,34.0
2020-04-23,44.0
2020-04-24,53.0
2020-04-25,61.0
2020-04-26,63.0
2020-04-27,75.0
2020-04-28,90.0
2020-04-29,103.0
2020-04-30,115.0
2020-05-01,132.0
2020-05-02,134.0
2020-05-03,153.0
2020-05-04,156.0
2020-05-05,182.0
2020-05-06,212.0
2020-05-07,225.0
2020-05-08,259.0
2020-05-09,263.0
2020-05-10,266.0
2020-05-11,272.0
2020-05-12,314.0
2020-05-13,314.0
2020-05-14,329.0
2020-05-15,373.0
2020-05-16,383.0
2020-05-17,391.0
2020-05-18,391.0
2020-05-19,391.0
2020-05-20,541.0
2020-05-21,750.0
2020-05-22,937.0
2020-05-23,1080.0
2020-05-24,1087.0
2020-05-25,1109.0
2020-05-26,1164.0
2020-05-27,1248.0
2020-05-28,1483.0
2020-05-29,1553.0
2020-05-30,1592.0
2020-05-31,1593.0
2020-06-01,1593.0
2020-06-02,1645.0
2020-06-03,1666.0
2020-06-04,1701.0
2020-06-05,1729.0
2020-06-06,1763.0
2020-06-07,1765.0
2020-06-08,1769.0
2020-06-09,1831.0
2020-06-10,1897.0
2020-06-11,1917.0
2020-06-12,1917.0
2020-06-13,1935.0
2020-06-14,1935.0
2020-06-15,1980.0
2020-06-16,2014.0
2020-06-17,2034.0
2020-06-18,2053.0
2020-06-19,2069.0
2020-06-20,2080.0
2020-06-21,2082.0
2020-06-22,2088.0
2020-06-23,2116.0
2020-06-24,2129.0
2020-06-25,2163.0
2020-06-26,2177.0
2020-06-27,2181.0
2020-06-28,2182.0
2020-06-29,2191.0
2020-06-30,2209.0
2020-07-01,2233.0
2020-07-02,2247.0
2020-07-03,2280.0
2020-07-04,2311.0
2020-07-05,2311.0
2020-07-06,2325.0
2020-07-07,2342.0
2020-07-08,2358.0
2020-07-09,2377.0
2020-07-10,2386.0
2020-07-11,2408.0
2020-07-12,2408.0
2020-07-13,2408.0
2020-07-14,2432.0
2020-07-15,2447.0
