Data,SUPRRSOA41016
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,1.0
2020-04-15,1.0
2020-04-16,1.0
2020-04-17,1.0
2020-04-18,1.0
2020-04-19,1.0
2020-04-20,3.0
2020-04-21,3.0
2020-04-22,3.0
2020-04-23,3.0
2020-04-24,3.0
2020-04-25,3.0
2020-04-26,3.0
2020-04-27,3.0
2020-04-28,3.0
2020-04-29,3.0
2020-04-30,3.0
2020-05-01,3.0
2020-05-02,3.0
2020-05-03,3.0
2020-05-04,3.0
2020-05-05,3.0
2020-05-06,3.0
2020-05-07,3.0
2020-05-08,3.0
2020-05-09,3.0
2020-05-10,3.0
2020-05-11,3.0
2020-05-12,3.0
2020-05-13,3.0
2020-05-14,3.0
2020-05-15,3.0
2020-05-16,3.0
2020-05-17,3.0
2020-05-18,3.0
2020-05-19,3.0
2020-05-20,4.0
2020-05-21,4.0
2020-05-22,4.0
2020-05-23,4.0
2020-05-24,4.0
2020-05-25,4.0
2020-05-26,4.0
2020-05-27,4.0
2020-05-28,4.0
2020-05-29,4.0
2020-05-30,4.0
2020-05-31,4.0
2020-06-01,4.0
2020-06-02,4.0
2020-06-03,4.0
2020-06-04,5.0
2020-06-05,5.0
2020-06-06,5.0
2020-06-07,5.0
2020-06-08,5.0
2020-06-09,5.0
2020-06-10,5.0
2020-06-11,5.0
2020-06-12,7.0
2020-06-13,7.0
2020-06-14,8.0
2020-06-15,8.0
2020-06-16,8.0
2020-06-17,8.0
2020-06-18,8.0
2020-06-19,8.0
2020-06-20,8.0
2020-06-21,8.0
2020-06-22,8.0
2020-06-23,9.0
2020-06-24,12.0
2020-06-25,12.0
2020-06-26,12.0
2020-06-27,13.0
2020-06-28,13.0
2020-06-29,13.0
2020-06-30,16.0
2020-07-01,16.0
2020-07-02,16.0
2020-07-03,18.0
2020-07-04,19.0
2020-07-05,19.0
2020-07-06,20.0
2020-07-07,21.0
2020-07-08,21.0
2020-07-09,22.0
2020-07-10,25.0
2020-07-11,26.0
2020-07-12,26.0
2020-07-13,27.0
2020-07-14,28.0
2020-07-15,30.0
2020-07-16,30.0
2020-07-17,32.0
2020-07-18,32.0
2020-07-19,32.0
2020-07-20,32.0
2020-07-21,36.0
2020-07-22,37.0
