Data,SUPRRSCA41013
2020-03-27,0.0
2020-03-28,7.0
2020-03-29,7.0
2020-03-30,7.0
2020-03-31,7.0
2020-04-01,8.0
2020-04-02,12.0
2020-04-03,12.0
2020-04-04,12.0
2020-04-05,12.0
2020-04-06,12.0
2020-04-07,14.0
2020-04-08,14.0
2020-04-09,14.0
2020-04-10,14.0
2020-04-11,14.0
2020-04-12,16.0
2020-04-13,16.0
2020-04-14,16.0
2020-04-15,16.0
2020-04-16,16.0
2020-04-17,16.0
2020-04-18,16.0
2020-04-19,17.0
2020-04-20,17.0
2020-04-21,18.0
2020-04-22,18.0
2020-04-23,18.0
2020-04-24,18.0
2020-04-25,18.0
2020-04-26,18.0
2020-04-27,18.0
2020-04-28,22.0
2020-04-29,22.0
2020-04-30,23.0
2020-05-01,24.0
2020-05-02,24.0
2020-05-03,25.0
2020-05-04,26.0
2020-05-05,27.0
2020-05-06,27.0
2020-05-07,27.0
2020-05-08,27.0
2020-05-09,27.0
2020-05-10,27.0
2020-05-11,28.0
2020-05-12,28.0
2020-05-13,29.0
2020-05-14,31.0
2020-05-15,31.0
2020-05-16,31.0
2020-05-17,31.0
2020-05-18,33.0
2020-05-19,33.0
2020-05-20,33.0
2020-05-21,37.0
2020-05-22,42.0
2020-05-23,46.0
2020-05-24,51.0
2020-05-25,51.0
2020-05-26,53.0
2020-05-27,60.0
2020-05-28,80.0
2020-05-29,92.0
2020-05-30,104.0
2020-05-31,128.0
2020-06-01,146.0
2020-06-02,163.0
2020-06-03,164.0
2020-06-04,194.0
2020-06-05,220.0
2020-06-06,252.0
2020-06-07,271.0
2020-06-08,273.0
2020-06-09,274.0
2020-06-10,298.0
2020-06-11,354.0
2020-06-12,354.0
2020-06-13,372.0
2020-06-14,389.0
2020-06-15,390.0
2020-06-16,431.0
2020-06-17,453.0
2020-06-18,468.0
2020-06-19,474.0
2020-06-20,496.0
2020-06-21,524.0
2020-06-22,585.0
2020-06-23,593.0
