Data,NECERSCA23018
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,3.0
2020-04-07,5.0
2020-04-08,9.0
2020-04-09,9.0
2020-04-10,10.0
2020-04-11,12.0
2020-04-12,14.0
2020-04-13,14.0
2020-04-14,14.0
2020-04-15,20.0
2020-04-16,16.0
2020-04-17,19.0
2020-04-18,19.0
2020-04-19,19.0
2020-04-20,18.0
2020-04-21,22.0
2020-04-22,33.0
2020-04-23,33.0
2020-04-24,34.0
2020-04-25,38.0
2020-04-26,40.0
2020-04-27,47.0
2020-04-28,48.0
2020-04-29,50.0
2020-04-30,50.0
2020-05-01,54.0
2020-05-02,53.0
2020-05-03,53.0
2020-05-04,63.0
2020-05-05,66.0
2020-05-06,73.0
2020-05-07,78.0
2020-05-08,83.0
2020-05-09,87.0
2020-05-10,91.0
2020-05-11,108.0
2020-05-12,111.0
2020-05-13,112.0
2020-05-14,129.0
2020-05-15,140.0
2020-05-16,141.0
2020-05-17,143.0
2020-05-18,158.0
2020-05-19,170.0
2020-05-20,179.0
2020-05-21,181.0
2020-05-22,205.0
2020-05-23,206.0
2020-05-24,208.0
2020-05-25,210.0
2020-05-26,209.0
2020-05-27,210.0
2020-05-28,210.0
2020-05-29,213.0
2020-05-30,287.0
2020-05-31,290.0
2020-06-01,306.0
2020-06-02,325.0
2020-06-03,348.0
2020-06-04,400.0
2020-06-05,430.0
2020-06-06,450.0
2020-06-07,465.0
2020-06-08,470.0
2020-06-09,505.0
2020-06-10,570.0
2020-06-11,689.0
2020-06-12,765.0
2020-06-13,777.0
2020-06-14,776.0
2020-06-15,846.0
2020-06-16,907.0
2020-06-17,1032.0
2020-06-18,1105.0
2020-06-19,1182.0
2020-06-20,1293.0
2020-06-21,1309.0
2020-06-22,1327.0
2020-06-23,1467.0
2020-06-24,1578.0
2020-06-25,1682.0
2020-06-26,1776.0
2020-06-27,1900.0
2020-06-28,1928.0
2020-06-29,1948.0
2020-06-30,2087.0
2020-07-01,2186.0
2020-07-02,2300.0
2020-07-03,2380.0
2020-07-04,2478.0
2020-07-05,2482.0
2020-07-06,2541.0
2020-07-07,2637.0
2020-07-08,2778.0
2020-07-09,2850.0
2020-07-10,2989.0
2020-07-11,3084.0
2020-07-12,3116.0
2020-07-13,3139.0
2020-07-14,3209.0
2020-07-15,3272.0
2020-07-16,3354.0
2020-07-17,3378.0
2020-07-18,3419.0
2020-07-19,3442.0
2020-07-20,3466.0
2020-07-21,3509.0
2020-07-22,3690.0
2020-07-23,3804.0
