Data,SURSRSCA43008
2020-03-27,0.0
2020-03-28,7.0
2020-03-29,7.0
2020-03-30,8.0
2020-03-31,8.0
2020-04-01,8.0
2020-04-02,10.0
2020-04-03,11.0
2020-04-04,11.0
2020-04-05,11.0
2020-04-06,18.0
2020-04-07,19.0
2020-04-08,25.0
2020-04-09,29.0
2020-04-10,30.0
2020-04-11,30.0
2020-04-12,30.0
2020-04-13,30.0
2020-04-14,32.0
2020-04-15,33.0
2020-04-16,38.0
2020-04-17,38.0
2020-04-18,41.0
2020-04-19,41.0
2020-04-20,45.0
2020-04-21,45.0
2020-04-22,47.0
2020-04-23,49.0
2020-04-24,56.0
2020-04-25,56.0
2020-04-26,59.0
2020-04-27,61.0
2020-04-28,62.0
2020-04-29,63.0
2020-04-30,71.0
2020-05-01,80.0
2020-05-02,84.0
2020-05-03,85.0
2020-05-04,85.0
2020-05-05,89.0
2020-05-06,101.0
2020-05-07,102.0
2020-05-08,113.0
2020-05-09,113.0
2020-05-10,115.0
2020-05-11,114.0
2020-05-12,131.0
2020-05-13,131.0
2020-05-14,137.0
2020-05-15,153.0
2020-05-16,163.0
2020-05-17,163.0
2020-05-18,163.0
2020-05-19,165.0
2020-05-20,197.0
2020-05-21,212.0
2020-05-22,230.0
2020-05-23,243.0
2020-05-24,250.0
2020-05-25,253.0
2020-05-26,274.0
2020-05-27,281.0
2020-05-28,343.0
2020-05-29,392.0
2020-05-30,407.0
2020-05-31,409.0
2020-06-01,409.0
2020-06-02,429.0
2020-06-03,461.0
2020-06-04,495.0
2020-06-05,525.0
2020-06-06,547.0
2020-06-07,555.0
2020-06-08,559.0
2020-06-09,577.0
2020-06-10,616.0
2020-06-11,639.0
2020-06-12,647.0
2020-06-13,648.0
2020-06-14,648.0
2020-06-15,693.0
2020-06-16,736.0
2020-06-17,782.0
2020-06-18,816.0
2020-06-19,879.0
2020-06-20,909.0
2020-06-21,940.0
2020-06-22,979.0
2020-06-23,1037.0
2020-06-24,1102.0
2020-06-25,1157.0
2020-06-26,1255.0
2020-06-27,1335.0
2020-06-28,1365.0
2020-06-29,1379.0
2020-06-30,1466.0
2020-07-01,1576.0
2020-07-02,1696.0
2020-07-03,1766.0
2020-07-04,1881.0
2020-07-05,1887.0
