Data,SESPRSCA35063
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,8.0
2020-04-05,8.0
2020-04-06,8.0
2020-04-07,9.0
2020-04-08,12.0
2020-04-09,21.0
2020-04-10,21.0
2020-04-11,21.0
2020-04-12,21.0
2020-04-13,22.0
2020-04-14,30.0
2020-04-15,34.0
2020-04-16,35.0
2020-04-17,39.0
2020-04-18,39.0
2020-04-19,39.0
2020-04-20,39.0
2020-04-21,41.0
2020-04-22,41.0
2020-04-23,43.0
2020-04-24,50.0
2020-04-25,56.0
2020-04-26,56.0
2020-04-27,59.0
2020-04-28,73.0
2020-04-29,76.0
2020-04-30,90.0
2020-05-01,98.0
2020-05-02,99.0
2020-05-03,101.0
2020-05-04,103.0
2020-05-05,104.0
2020-05-06,120.0
2020-05-07,125.0
2020-05-08,126.0
2020-05-09,132.0
2020-05-10,140.0
2020-05-11,140.0
2020-05-12,146.0
2020-05-13,166.0
2020-05-14,174.0
2020-05-15,181.0
2020-05-16,199.0
2020-05-17,207.0
2020-05-18,216.0
2020-05-19,219.0
2020-05-20,248.0
2020-05-21,261.0
2020-05-22,278.0
2020-05-23,293.0
2020-05-24,308.0
2020-05-25,309.0
2020-05-26,310.0
2020-05-27,336.0
2020-05-28,367.0
2020-05-29,383.0
2020-05-30,412.0
2020-05-31,421.0
2020-06-01,421.0
2020-06-02,457.0
2020-06-03,462.0
2020-06-04,495.0
2020-06-05,519.0
2020-06-06,540.0
2020-06-07,574.0
2020-06-08,576.0
2020-06-09,584.0
2020-06-10,604.0
2020-06-11,631.0
2020-06-12,649.0
2020-06-13,652.0
2020-06-14,654.0
2020-06-15,656.0
2020-06-16,683.0
2020-06-17,684.0
