Data,SURSRSCA43021
2020-03-27,0.0
2020-03-28,5.0
2020-03-29,6.0
2020-03-30,6.0
2020-03-31,7.0
2020-04-01,7.0
2020-04-02,7.0
2020-04-03,7.0
2020-04-04,8.0
2020-04-05,8.0
2020-04-06,11.0
2020-04-07,11.0
2020-04-08,11.0
2020-04-09,11.0
2020-04-10,11.0
2020-04-11,11.0
2020-04-12,11.0
2020-04-13,12.0
2020-04-14,16.0
2020-04-15,17.0
2020-04-16,20.0
2020-04-17,20.0
2020-04-18,20.0
2020-04-19,20.0
2020-04-20,20.0
2020-04-21,20.0
2020-04-22,21.0
2020-04-23,21.0
2020-04-24,22.0
2020-04-25,22.0
2020-04-26,23.0
2020-04-27,23.0
2020-04-28,29.0
2020-04-29,29.0
2020-04-30,31.0
2020-05-01,33.0
2020-05-02,32.0
2020-05-03,32.0
2020-05-04,32.0
2020-05-05,33.0
2020-05-06,34.0
2020-05-07,36.0
2020-05-08,37.0
2020-05-09,41.0
2020-05-10,41.0
2020-05-11,41.0
2020-05-12,44.0
2020-05-13,44.0
2020-05-14,45.0
2020-05-15,55.0
2020-05-16,56.0
2020-05-17,57.0
2020-05-18,57.0
2020-05-19,58.0
2020-05-20,78.0
2020-05-21,73.0
2020-05-22,80.0
2020-05-23,86.0
2020-05-24,92.0
2020-05-25,93.0
2020-05-26,94.0
2020-05-27,98.0
2020-05-28,109.0
2020-05-29,122.0
2020-05-30,131.0
2020-05-31,135.0
2020-06-01,135.0
2020-06-02,150.0
2020-06-03,162.0
2020-06-04,181.0
2020-06-05,190.0
2020-06-06,205.0
2020-06-07,210.0
2020-06-08,211.0
2020-06-09,215.0
2020-06-10,222.0
2020-06-11,232.0
2020-06-12,242.0
2020-06-13,264.0
2020-06-14,265.0
2020-06-15,288.0
2020-06-16,296.0
2020-06-17,301.0
2020-06-18,331.0
2020-06-19,340.0
2020-06-20,368.0
2020-06-21,380.0
2020-06-22,384.0
2020-06-23,436.0
2020-06-24,466.0
2020-06-25,489.0
2020-06-26,507.0
2020-06-27,536.0
2020-06-28,550.0
2020-06-29,558.0
2020-06-30,569.0
2020-07-01,584.0
2020-07-02,597.0
2020-07-03,619.0
2020-07-04,651.0
2020-07-05,653.0
2020-07-06,671.0
2020-07-07,699.0
2020-07-08,926.0
2020-07-09,943.0
2020-07-10,994.0
