Data,SEMGRSCA31018
2020-03-27,0.0
2020-03-28,4.0
2020-03-29,4.0
2020-03-30,5.0
2020-03-31,5.0
2020-04-01,7.0
2020-04-02,9.0
2020-04-03,10.0
2020-04-04,11.0
2020-04-05,14.0
2020-04-06,14.0
2020-04-07,14.0
2020-04-08,15.0
2020-04-09,15.0
2020-04-10,17.0
2020-04-11,19.0
2020-04-12,20.0
2020-04-13,20.0
2020-04-14,22.0
2020-04-15,24.0
2020-04-16,27.0
2020-04-17,36.0
2020-04-18,39.0
2020-04-19,40.0
2020-04-20,41.0
2020-04-21,43.0
2020-04-22,47.0
2020-04-23,48.0
2020-04-24,50.0
2020-04-25,51.0
2020-04-26,54.0
2020-04-27,56.0
2020-04-28,60.0
2020-04-29,64.0
2020-04-30,65.0
2020-05-01,68.0
2020-05-02,68.0
2020-05-03,68.0
2020-05-04,68.0
2020-05-05,72.0
2020-05-06,75.0
2020-05-07,82.0
2020-05-08,84.0
2020-05-09,85.0
2020-05-10,89.0
2020-05-11,95.0
2020-05-12,100.0
2020-05-13,110.0
2020-05-14,113.0
2020-05-15,121.0
2020-05-16,132.0
2020-05-17,135.0
2020-05-18,137.0
2020-05-19,153.0
2020-05-20,157.0
2020-05-21,163.0
2020-05-22,166.0
2020-05-23,175.0
2020-05-24,187.0
2020-05-25,190.0
2020-05-26,205.0
2020-05-27,230.0
2020-05-28,251.0
2020-05-29,264.0
2020-05-30,283.0
2020-05-31,304.0
2020-06-01,319.0
2020-06-02,331.0
2020-06-03,361.0
2020-06-04,395.0
2020-06-05,443.0
2020-06-06,487.0
2020-06-07,517.0
2020-06-08,522.0
2020-06-09,506.0
2020-06-10,581.0
2020-06-11,620.0
2020-06-12,675.0
2020-06-13,720.0
2020-06-14,784.0
2020-06-15,801.0
2020-06-16,802.0
2020-06-17,815.0
2020-06-18,884.0
2020-06-19,900.0
2020-06-20,915.0
2020-06-21,939.0
2020-06-22,990.0
2020-06-23,1067.0
2020-06-24,1080.0
2020-06-25,1098.0
2020-06-26,1130.0
2020-06-27,1024.0
2020-06-28,1032.0
2020-06-29,1057.0
2020-06-30,1145.0
2020-07-01,1211.0
2020-07-02,1286.0
2020-07-03,1334.0
2020-07-04,1395.0
2020-07-05,1417.0
2020-07-06,1477.0
2020-07-07,1565.0
2020-07-08,1590.0
2020-07-09,1701.0
2020-07-10,1826.0
2020-07-11,2377.0
2020-07-12,2482.0
2020-07-13,2527.0
2020-07-14,2579.0
2020-07-15,2625.0
2020-07-16,2695.0
2020-07-17,2804.0
2020-07-18,2816.0
2020-07-19,2821.0
