Data,NECERSOA23013
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,1.0
2020-04-02,1.0
2020-04-03,1.0
2020-04-04,1.0
2020-04-05,1.0
2020-04-06,1.0
2020-04-07,2.0
2020-04-08,1.0
2020-04-09,1.0
2020-04-10,1.0
2020-04-11,1.0
2020-04-12,1.0
2020-04-13,1.0
2020-04-14,1.0
2020-04-15,1.0
2020-04-16,0.0
2020-04-17,1.0
2020-04-18,1.0
2020-04-19,1.0
2020-04-20,1.0
2020-04-21,1.0
2020-04-22,1.0
2020-04-23,2.0
2020-04-24,2.0
2020-04-25,2.0
2020-04-26,2.0
2020-04-27,2.0
2020-04-28,2.0
2020-04-29,2.0
2020-04-30,2.0
2020-05-01,3.0
2020-05-02,4.0
2020-05-03,4.0
2020-05-04,4.0
2020-05-05,4.0
2020-05-06,4.0
2020-05-07,4.0
2020-05-08,4.0
2020-05-09,4.0
2020-05-10,4.0
2020-05-11,5.0
2020-05-12,5.0
2020-05-13,5.0
2020-05-14,5.0
2020-05-15,5.0
2020-05-16,9.0
2020-05-17,12.0
2020-05-18,12.0
2020-05-19,12.0
2020-05-20,14.0
2020-05-21,16.0
2020-05-22,17.0
2020-05-23,16.0
2020-05-24,16.0
2020-05-25,18.0
2020-05-26,18.0
2020-05-27,19.0
2020-05-28,21.0
2020-05-29,23.0
2020-05-30,23.0
2020-05-31,24.0
2020-06-01,25.0
2020-06-02,31.0
2020-06-03,33.0
2020-06-04,34.0
2020-06-05,38.0
2020-06-06,39.0
2020-06-07,39.0
2020-06-08,39.0
2020-06-09,44.0
2020-06-10,50.0
2020-06-11,51.0
2020-06-12,53.0
2020-06-13,56.0
2020-06-14,58.0
2020-06-15,59.0
