Data,SUSCRSCA42007
2020-03-27,0.0
2020-03-28,45.0
2020-03-29,53.0
2020-03-30,56.0
2020-03-31,72.0
2020-04-01,74.0
2020-04-02,76.0
2020-04-03,98.0
2020-04-04,122.0
2020-04-05,125.0
2020-04-06,133.0
2020-04-07,140.0
2020-04-08,158.0
2020-04-09,171.0
2020-04-10,224.0
2020-04-11,231.0
2020-04-12,231.0
2020-04-13,268.0
2020-04-14,279.0
2020-04-15,279.0
2020-04-16,286.0
2020-04-17,295.0
2020-04-18,300.0
2020-04-19,303.0
2020-04-20,322.0
2020-04-21,330.0
2020-04-22,333.0
2020-04-23,342.0
2020-04-24,350.0
2020-04-25,355.0
2020-04-26,357.0
2020-04-27,366.0
2020-04-28,373.0
2020-04-29,460.0
2020-04-30,462.0
2020-05-01,439.0
2020-05-02,456.0
2020-05-03,455.0
2020-05-04,492.0
2020-05-05,503.0
2020-05-06,534.0
2020-05-07,535.0
2020-05-08,544.0
2020-05-09,559.0
2020-05-10,562.0
2020-05-11,569.0
2020-05-12,575.0
2020-05-13,590.0
2020-05-14,651.0
2020-05-15,677.0
2020-05-16,691.0
2020-05-17,694.0
2020-05-18,724.0
2020-05-19,760.0
2020-05-20,770.0
2020-05-21,779.0
2020-05-22,836.0
2020-05-23,836.0
2020-05-24,949.0
2020-05-25,785.0
2020-05-26,779.0
2020-05-27,938.0
2020-05-28,821.0
2020-05-29,996.0
2020-05-30,994.0
2020-05-31,1058.0
2020-06-01,1090.0
2020-06-02,1111.0
2020-06-03,993.0
2020-06-04,1186.0
2020-06-05,1259.0
2020-06-06,1348.0
2020-06-07,1387.0
2020-06-08,1229.0
2020-06-09,1539.0
2020-06-10,1611.0
2020-06-11,1654.0
2020-06-12,1684.0
2020-06-13,1720.0
2020-06-14,1726.0
2020-06-15,1829.0
2020-06-16,1878.0
2020-06-17,1948.0
2020-06-18,1996.0
2020-06-19,2072.0
2020-06-20,2198.0
2020-06-21,2255.0
2020-06-22,2298.0
