Data,NECERSCA23004
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,1.0
2020-04-15,4.0
2020-04-16,5.0
2020-04-17,6.0
2020-04-18,7.0
2020-04-19,8.0
2020-04-20,9.0
2020-04-21,11.0
2020-04-22,12.0
2020-04-23,13.0
2020-04-24,13.0
2020-04-25,15.0
2020-04-26,16.0
2020-04-27,19.0
2020-04-28,19.0
2020-04-29,31.0
2020-04-30,31.0
2020-05-01,41.0
2020-05-02,42.0
2020-05-03,42.0
2020-05-04,49.0
2020-05-05,52.0
2020-05-06,64.0
2020-05-07,82.0
2020-05-08,88.0
2020-05-09,92.0
2020-05-10,95.0
2020-05-11,114.0
2020-05-12,121.0
2020-05-13,123.0
2020-05-14,167.0
2020-05-15,189.0
2020-05-16,190.0
2020-05-17,198.0
2020-05-18,222.0
2020-05-19,239.0
2020-05-20,261.0
2020-05-21,260.0
2020-05-22,332.0
2020-05-23,337.0
2020-05-24,347.0
2020-05-25,347.0
2020-05-26,348.0
2020-05-27,349.0
2020-05-28,353.0
2020-05-29,354.0
2020-05-30,492.0
2020-05-31,495.0
2020-06-01,545.0
2020-06-02,567.0
2020-06-03,603.0
2020-06-04,667.0
2020-06-05,686.0
2020-06-06,724.0
2020-06-07,755.0
2020-06-08,764.0
2020-06-09,817.0
2020-06-10,882.0
2020-06-11,956.0
2020-06-12,977.0
2020-06-13,980.0
2020-06-14,980.0
2020-06-15,1051.0
2020-06-16,1137.0
2020-06-17,1231.0
2020-06-18,1308.0
2020-06-19,1346.0
2020-06-20,1377.0
2020-06-21,1417.0
2020-06-22,1433.0
2020-06-23,1448.0
2020-06-24,1470.0
2020-06-25,1533.0
2020-06-26,1595.0
2020-06-27,1674.0
2020-06-28,1687.0
2020-06-29,1714.0
2020-06-30,1744.0
2020-07-01,1787.0
2020-07-02,1830.0
2020-07-03,1852.0
2020-07-04,1885.0
2020-07-05,1887.0
2020-07-06,1897.0
2020-07-07,1934.0
2020-07-08,1977.0
2020-07-09,2003.0
2020-07-10,2026.0
2020-07-11,2041.0
2020-07-12,2046.0
2020-07-13,2047.0
2020-07-14,2066.0
2020-07-15,2091.0
2020-07-16,2122.0
2020-07-17,2134.0
2020-07-18,2135.0
