Data,NEBARSCA29006
2020-03-27,0.0
2020-03-28,10.0
2020-03-29,10.0
2020-03-30,13.0
2020-03-31,18.0
2020-04-01,19.0
2020-04-02,22.0
2020-04-03,21.0
2020-04-04,22.0
2020-04-05,26.0
2020-04-06,27.0
2020-04-07,33.0
2020-04-08,34.0
2020-04-09,40.0
2020-04-10,42.0
2020-04-11,43.0
2020-04-12,44.0
2020-04-13,46.0
2020-04-14,49.0
2020-04-15,51.0
2020-04-16,54.0
2020-04-17,54.0
2020-04-18,57.0
2020-04-19,57.0
2020-04-20,63.0
2020-04-21,67.0
2020-04-22,69.0
2020-04-23,71.0
2020-04-24,75.0
2020-04-25,78.0
2020-04-26,79.0
2020-04-27,79.0
2020-04-28,80.0
2020-04-29,99.0
2020-04-30,103.0
2020-05-01,99.0
2020-05-02,102.0
2020-05-03,112.0
2020-05-04,113.0
2020-05-05,114.0
2020-05-06,120.0
2020-05-07,123.0
2020-05-08,128.0
2020-05-09,135.0
2020-05-10,147.0
2020-05-11,146.0
2020-05-12,160.0
2020-05-13,169.0
2020-05-14,169.0
2020-05-15,236.0
2020-05-16,237.0
2020-05-17,248.0
2020-05-18,257.0
2020-05-19,288.0
2020-05-20,313.0
2020-05-21,333.0
2020-05-22,375.0
2020-05-23,391.0
2020-05-24,431.0
2020-05-25,464.0
2020-05-26,500.0
2020-05-27,507.0
2020-05-28,526.0
2020-05-29,563.0
2020-05-30,581.0
2020-05-31,613.0
2020-06-01,657.0
2020-06-02,726.0
2020-06-03,788.0
2020-06-04,859.0
2020-06-05,976.0
2020-06-06,1011.0
2020-06-07,1046.0
2020-06-08,1072.0
2020-06-09,1120.0
2020-06-10,1250.0
2020-06-11,1299.0
2020-06-12,1340.0
2020-06-13,1363.0
2020-06-14,1389.0
2020-06-15,1456.0
2020-06-16,1587.0
2020-06-17,1647.0
2020-06-18,1720.0
2020-06-19,1819.0
2020-06-20,1907.0
2020-06-21,2002.0
2020-06-22,2107.0
2020-06-23,2365.0
2020-06-24,2444.0
2020-06-25,2552.0
2020-06-26,2653.0
2020-06-27,3987.0
2020-06-28,4180.0
2020-06-29,4268.0
2020-06-30,4514.0
2020-07-01,4815.0
2020-07-02,5191.0
2020-07-03,5407.0
2020-07-04,5580.0
2020-07-05,5688.0
2020-07-06,5768.0
