Data,CNMiG_An
2020-05-30,0
2020-05-30,0
2020-05-30,0
2020-05-30,0
2020-05-30,0
2020-05-30,0
2020-05-30,0
2020-05-30,0
2020-05-30,0
2020-05-30,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,1
2020-03-14,0
2020-03-15,0
2020-03-16,3
2020-03-17,2
2020-03-18,8
2020-03-19,14
2020-03-20,6
2020-03-21,3
2020-03-22,45
2020-03-23,45
2020-03-24,2
2020-03-25,3
2020-03-26,20
2020-03-27,36
2020-03-28,16
2020-03-29,26
2020-03-30,30
2020-03-31,14
2020-04-01,39
2020-04-02,56
2020-04-03,27
2020-04-04,33
2020-04-05,68
2020-04-06,27
2020-04-07,34
2020-04-08,55
2020-04-09,41
2020-04-10,43
2020-04-11,52
2020-04-12,56
2020-04-13,9
2020-04-14,69
2020-04-15,19
2020-04-16,55
2020-04-17,63
2020-04-18,56
2020-04-19,77
2020-04-20,35
2020-04-21,41
2020-04-22,53
2020-04-23,25
2020-04-24,111
2020-04-25,62
2020-04-26,67
2020-04-27,38
2020-04-28,63
2020-04-29,109
2020-04-30,69
2020-05-01,108
2020-05-02,88
2020-05-03,95
2020-05-04,229
2020-05-05,105
2020-05-06,153
2020-05-07,165
2020-05-08,173
2020-05-09,180
2020-05-10,114
2020-05-11,83
2020-05-12,115
2020-05-13,298
2020-05-14,217
2020-05-15,246
2020-05-16,278
2020-05-17,137
2020-05-18,84
2020-05-19,282
2020-05-20,309
2020-05-21,310
2020-05-22,399
2020-05-23,343
2020-05-24,330
2020-05-25,294
2020-05-26,554
2020-05-27,495
2020-05-28,675
2020-05-29,546
2020-05-30,398
2020-05-31,834
