Data,NECERSOA23008
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,1.0
2020-04-13,1.0
2020-04-14,1.0
2020-04-15,1.0
2020-04-16,1.0
2020-04-17,2.0
2020-04-18,2.0
2020-04-19,2.0
2020-04-20,2.0
2020-04-21,2.0
2020-04-22,2.0
2020-04-23,4.0
2020-04-24,4.0
2020-04-25,4.0
2020-04-26,4.0
2020-04-27,4.0
2020-04-28,5.0
2020-04-29,5.0
2020-04-30,7.0
2020-05-01,7.0
2020-05-02,7.0
2020-05-03,7.0
2020-05-04,8.0
2020-05-05,8.0
2020-05-06,9.0
2020-05-07,10.0
2020-05-08,10.0
2020-05-09,10.0
2020-05-10,10.0
2020-05-11,10.0
2020-05-12,12.0
2020-05-13,14.0
2020-05-14,14.0
2020-05-15,14.0
2020-05-16,14.0
2020-05-17,14.0
2020-05-18,14.0
2020-05-19,14.0
2020-05-20,14.0
2020-05-21,19.0
2020-05-22,19.0
2020-05-23,21.0
2020-05-24,21.0
2020-05-25,26.0
2020-05-26,26.0
2020-05-27,30.0
2020-05-28,30.0
2020-05-29,48.0
2020-05-30,49.0
2020-05-31,49.0
2020-06-01,50.0
2020-06-02,50.0
2020-06-03,52.0
2020-06-04,60.0
2020-06-05,61.0
2020-06-06,61.0
2020-06-07,61.0
2020-06-08,61.0
2020-06-09,62.0
2020-06-10,64.0
2020-06-11,68.0
2020-06-12,68.0
2020-06-13,69.0
2020-06-14,71.0
2020-06-15,71.0
2020-06-16,75.0
2020-06-17,90.0
2020-06-18,90.0
2020-06-19,90.0
2020-06-20,90.0
2020-06-21,90.0
2020-06-22,90.0
2020-06-23,92.0
2020-06-24,95.0
2020-06-25,95.0
2020-06-26,95.0
2020-06-27,97.0
2020-06-28,98.0
2020-06-29,98.0
2020-06-30,100.0
2020-07-01,100.0
2020-07-02,102.0
2020-07-03,107.0
2020-07-04,107.0
2020-07-05,107.0
2020-07-06,109.0
2020-07-07,113.0
2020-07-08,116.0
2020-07-09,118.0
2020-07-10,118.0
2020-07-11,118.0
2020-07-12,118.0
2020-07-13,126.0
2020-07-14,130.0
2020-07-15,131.0
2020-07-16,132.0
2020-07-17,132.0
2020-07-18,132.0
2020-07-19,132.0
2020-07-20,132.0
2020-07-21,136.0
2020-07-22,137.0
2020-07-23,139.0
2020-07-24,139.0
2020-07-25,140.0
2020-07-26,140.0
2020-07-27,140.0
2020-07-28,146.0
2020-07-29,147.0
2020-07-30,148.0
2020-07-31,148.0
2020-08-01,150.0
2020-08-02,150.0
2020-08-03,154.0
2020-08-04,165.0
2020-08-05,169.0
2020-08-06,169.0
2020-08-07,170.0
2020-08-08,177.0
2020-08-09,178.0
2020-08-10,178.0
2020-08-11,181.0
2020-08-12,186.0
2020-08-13,189.0
2020-08-14,192.0
2020-08-15,192.0
2020-08-16,192.0
2020-08-17,193.0
2020-08-18,194.0
2020-08-19,200.0
