Data,SUSCRSCA42015
2020-03-27,0.0
2020-03-28,17.0
2020-03-29,17.0
2020-03-30,17.0
2020-03-31,19.0
2020-04-01,21.0
2020-04-02,25.0
2020-04-03,27.0
2020-04-04,29.0
2020-04-05,34.0
2020-04-06,35.0
2020-04-07,36.0
2020-04-08,37.0
2020-04-09,39.0
2020-04-10,57.0
2020-04-11,58.0
2020-04-12,58.0
2020-04-13,61.0
2020-04-14,62.0
2020-04-15,62.0
2020-04-16,67.0
2020-04-17,70.0
2020-04-18,70.0
2020-04-19,70.0
2020-04-20,72.0
2020-04-21,72.0
2020-04-22,72.0
2020-04-23,72.0
2020-04-24,74.0
2020-04-25,76.0
2020-04-26,76.0
2020-04-27,86.0
2020-04-28,85.0
2020-04-29,157.0
2020-04-30,163.0
2020-05-01,172.0
2020-05-02,191.0
2020-05-03,191.0
2020-05-04,198.0
2020-05-05,203.0
2020-05-06,232.0
2020-05-07,253.0
2020-05-08,268.0
2020-05-09,290.0
2020-05-10,290.0
2020-05-11,296.0
2020-05-12,311.0
2020-05-13,311.0
2020-05-14,359.0
2020-05-15,384.0
2020-05-16,396.0
2020-05-17,401.0
2020-05-18,437.0
2020-05-19,444.0
2020-05-20,453.0
2020-05-21,462.0
2020-05-22,492.0
2020-05-23,492.0
2020-05-24,513.0
2020-05-25,516.0
2020-05-26,500.0
2020-05-27,517.0
2020-05-28,537.0
2020-05-29,558.0
2020-05-30,579.0
2020-05-31,587.0
2020-06-01,594.0
2020-06-02,601.0
2020-06-03,617.0
2020-06-04,638.0
2020-06-05,655.0
2020-06-06,665.0
2020-06-07,669.0
2020-06-08,669.0
2020-06-09,697.0
2020-06-10,713.0
2020-06-11,738.0
2020-06-12,749.0
2020-06-13,754.0
2020-06-14,754.0
2020-06-15,781.0
2020-06-16,808.0
2020-06-17,832.0
