Data,SESPRSOA35064
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,1.0
2020-04-18,1.0
2020-04-19,1.0
2020-04-20,1.0
2020-04-21,1.0
2020-04-22,1.0
2020-04-23,1.0
2020-04-24,1.0
2020-04-25,1.0
2020-04-26,1.0
2020-04-27,1.0
2020-04-28,2.0
2020-04-29,2.0
2020-04-30,2.0
2020-05-01,2.0
2020-05-02,2.0
2020-05-03,2.0
2020-05-04,2.0
2020-05-05,2.0
2020-05-06,2.0
2020-05-07,2.0
2020-05-08,3.0
2020-05-09,3.0
2020-05-10,3.0
2020-05-11,3.0
2020-05-12,3.0
2020-05-13,5.0
2020-05-14,5.0
2020-05-15,5.0
2020-05-16,5.0
2020-05-17,6.0
2020-05-18,6.0
2020-05-19,6.0
2020-05-20,7.0
2020-05-21,9.0
2020-05-22,10.0
2020-05-23,11.0
2020-05-24,11.0
2020-05-25,11.0
2020-05-26,11.0
2020-05-27,12.0
2020-05-28,13.0
2020-05-29,13.0
2020-05-30,13.0
2020-05-31,13.0
2020-06-01,13.0
2020-06-02,14.0
2020-06-03,14.0
2020-06-04,14.0
2020-06-05,14.0
2020-06-06,16.0
2020-06-07,16.0
2020-06-08,17.0
2020-06-09,17.0
2020-06-10,17.0
2020-06-11,17.0
2020-06-12,18.0
2020-06-13,19.0
2020-06-14,19.0
2020-06-15,20.0
2020-06-16,21.0
2020-06-17,22.0
2020-06-18,23.0
2020-06-19,23.0
2020-06-20,23.0
