Data,NECERSOA23010
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,1.0
2020-04-03,1.0
2020-04-04,1.0
2020-04-05,1.0
2020-04-06,1.0
2020-04-07,1.0
2020-04-08,1.0
2020-04-09,1.0
2020-04-10,1.0
2020-04-11,2.0
2020-04-12,2.0
2020-04-13,5.0
2020-04-14,4.0
2020-04-15,4.0
2020-04-16,4.0
2020-04-17,4.0
2020-04-18,4.0
2020-04-19,4.0
2020-04-20,4.0
2020-04-21,4.0
2020-04-22,4.0
2020-04-23,4.0
2020-04-24,5.0
2020-04-25,5.0
2020-04-26,5.0
2020-04-27,5.0
2020-04-28,5.0
2020-04-29,5.0
2020-04-30,5.0
2020-05-01,5.0
2020-05-02,5.0
2020-05-03,5.0
2020-05-04,5.0
2020-05-05,6.0
2020-05-06,7.0
2020-05-07,7.0
2020-05-08,9.0
2020-05-09,10.0
2020-05-10,10.0
2020-05-11,10.0
2020-05-12,11.0
2020-05-13,12.0
2020-05-14,12.0
2020-05-15,12.0
2020-05-16,13.0
2020-05-17,13.0
2020-05-18,13.0
2020-05-19,14.0
2020-05-20,14.0
2020-05-21,15.0
2020-05-22,16.0
2020-05-23,17.0
2020-05-24,17.0
2020-05-25,17.0
2020-05-26,17.0
2020-05-27,21.0
2020-05-28,22.0
2020-05-29,22.0
2020-05-30,23.0
2020-05-31,24.0
2020-06-01,24.0
2020-06-02,25.0
2020-06-03,26.0
2020-06-04,28.0
2020-06-05,29.0
2020-06-06,34.0
2020-06-07,34.0
2020-06-08,35.0
2020-06-09,36.0
2020-06-10,40.0
2020-06-11,40.0
2020-06-12,42.0
2020-06-13,42.0
2020-06-14,42.0
2020-06-15,44.0
2020-06-16,44.0
2020-06-17,44.0
2020-06-18,45.0
2020-06-19,48.0
2020-06-20,50.0
2020-06-21,50.0
2020-06-22,51.0
2020-06-23,51.0
2020-06-24,51.0
2020-06-25,54.0
2020-06-26,55.0
2020-06-27,55.0
2020-06-28,55.0
2020-06-29,57.0
2020-06-30,59.0
2020-07-01,59.0
2020-07-02,60.0
2020-07-03,62.0
2020-07-04,63.0
2020-07-05,63.0
2020-07-06,65.0
2020-07-07,67.0
2020-07-08,70.0
2020-07-09,71.0
2020-07-10,73.0
2020-07-11,74.0
2020-07-12,74.0
2020-07-13,76.0
2020-07-14,77.0
2020-07-15,78.0
2020-07-16,80.0
2020-07-17,80.0
2020-07-18,80.0
2020-07-19,80.0
