Data,SURSRSCA43022
2020-03-27,0.0
2020-03-28,10.0
2020-03-29,10.0
2020-03-30,12.0
2020-03-31,16.0
2020-04-01,16.0
2020-04-02,16.0
2020-04-03,17.0
2020-04-04,19.0
2020-04-05,19.0
2020-04-06,25.0
2020-04-07,27.0
2020-04-08,28.0
2020-04-09,28.0
2020-04-10,28.0
2020-04-11,28.0
2020-04-12,28.0
2020-04-13,28.0
2020-04-14,28.0
2020-04-15,29.0
2020-04-16,29.0
2020-04-17,29.0
2020-04-18,29.0
2020-04-19,30.0
2020-04-20,30.0
2020-04-21,30.0
2020-04-22,30.0
2020-04-23,30.0
2020-04-24,30.0
2020-04-25,30.0
2020-04-26,30.0
2020-04-27,30.0
2020-04-28,31.0
2020-04-29,32.0
2020-04-30,32.0
2020-05-01,32.0
2020-05-02,32.0
2020-05-03,32.0
2020-05-04,32.0
2020-05-05,32.0
2020-05-06,32.0
2020-05-07,32.0
2020-05-08,32.0
2020-05-09,32.0
2020-05-10,32.0
2020-05-11,32.0
2020-05-12,36.0
2020-05-13,36.0
2020-05-14,37.0
2020-05-15,51.0
2020-05-16,51.0
2020-05-17,45.0
2020-05-18,45.0
2020-05-19,45.0
2020-05-20,44.0
2020-05-21,44.0
2020-05-22,45.0
2020-05-23,45.0
2020-05-24,49.0
2020-05-25,50.0
2020-05-26,50.0
2020-05-27,51.0
2020-05-28,57.0
2020-05-29,67.0
2020-05-30,69.0
2020-05-31,70.0
2020-06-01,70.0
2020-06-02,76.0
2020-06-03,83.0
2020-06-04,92.0
2020-06-05,97.0
2020-06-06,104.0
2020-06-07,105.0
2020-06-08,108.0
2020-06-09,108.0
2020-06-10,108.0
2020-06-11,111.0
2020-06-12,113.0
2020-06-13,113.0
2020-06-14,113.0
2020-06-15,117.0
2020-06-16,116.0
2020-06-17,124.0
2020-06-18,128.0
2020-06-19,131.0
2020-06-20,134.0
2020-06-21,134.0
2020-06-22,141.0
2020-06-23,149.0
2020-06-24,151.0
