Data,SEMGRSCA31007
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,1.0
2020-03-30,1.0
2020-03-31,1.0
2020-04-01,2.0
2020-04-02,5.0
2020-04-03,5.0
2020-04-04,5.0
2020-04-05,6.0
2020-04-06,10.0
2020-04-07,14.0
2020-04-08,16.0
2020-04-09,21.0
2020-04-10,25.0
2020-04-11,29.0
2020-04-12,33.0
2020-04-13,33.0
2020-04-14,37.0
2020-04-15,39.0
2020-04-16,46.0
2020-04-17,51.0
2020-04-18,54.0
2020-04-19,56.0
2020-04-20,61.0
2020-04-21,65.0
2020-04-22,67.0
2020-04-23,67.0
2020-04-24,71.0
2020-04-25,73.0
2020-04-26,75.0
2020-04-27,76.0
2020-04-28,81.0
2020-04-29,89.0
2020-04-30,91.0
2020-05-01,99.0
2020-05-02,119.0
2020-05-03,126.0
2020-05-04,134.0
2020-05-05,139.0
2020-05-06,148.0
2020-05-07,155.0
2020-05-08,158.0
2020-05-09,164.0
2020-05-10,174.0
2020-05-11,178.0
2020-05-12,180.0
2020-05-13,194.0
2020-05-14,214.0
2020-05-15,222.0
2020-05-16,229.0
2020-05-17,237.0
2020-05-18,239.0
2020-05-19,254.0
2020-05-20,263.0
2020-05-21,269.0
2020-05-22,284.0
2020-05-23,299.0
2020-05-24,311.0
2020-05-25,313.0
2020-05-26,341.0
2020-05-27,361.0
2020-05-28,392.0
2020-05-29,406.0
2020-05-30,412.0
2020-05-31,427.0
2020-06-01,434.0
2020-06-02,443.0
2020-06-03,468.0
2020-06-04,488.0
2020-06-05,516.0
2020-06-06,534.0
2020-06-07,603.0
2020-06-08,613.0
2020-06-09,634.0
2020-06-10,664.0
2020-06-11,688.0
2020-06-12,724.0
2020-06-13,737.0
2020-06-14,745.0
2020-06-15,747.0
2020-06-16,769.0
