Data,SUPRRSOA41015
2020-03-27,0.0
2020-03-28,2.0
2020-03-29,2.0
2020-03-30,2.0
2020-03-31,2.0
2020-04-01,2.0
2020-04-02,2.0
2020-04-03,2.0
2020-04-04,2.0
2020-04-05,2.0
2020-04-06,3.0
2020-04-07,3.0
2020-04-08,3.0
2020-04-09,4.0
2020-04-10,5.0
2020-04-11,5.0
2020-04-12,5.0
2020-04-13,6.0
2020-04-14,6.0
2020-04-15,6.0
2020-04-16,6.0
2020-04-17,6.0
2020-04-18,6.0
2020-04-19,6.0
2020-04-20,6.0
2020-04-21,6.0
2020-04-22,6.0
2020-04-23,6.0
2020-04-24,6.0
2020-04-25,6.0
2020-04-26,6.0
2020-04-27,6.0
2020-04-28,6.0
2020-04-29,6.0
2020-04-30,6.0
2020-05-01,6.0
2020-05-02,6.0
2020-05-03,6.0
2020-05-04,6.0
2020-05-05,6.0
2020-05-06,6.0
2020-05-07,7.0
2020-05-08,7.0
2020-05-09,7.0
2020-05-10,7.0
2020-05-11,7.0
2020-05-12,7.0
2020-05-13,7.0
2020-05-14,7.0
2020-05-15,7.0
2020-05-16,7.0
2020-05-17,7.0
2020-05-18,7.0
2020-05-19,7.0
2020-05-20,8.0
2020-05-21,8.0
2020-05-22,8.0
2020-05-23,8.0
2020-05-24,8.0
2020-05-25,9.0
2020-05-26,9.0
2020-05-27,9.0
2020-05-28,9.0
2020-05-29,9.0
2020-05-30,9.0
2020-05-31,9.0
2020-06-01,9.0
2020-06-02,9.0
2020-06-03,12.0
2020-06-04,12.0
2020-06-05,13.0
2020-06-06,13.0
2020-06-07,13.0
2020-06-08,14.0
2020-06-09,14.0
2020-06-10,14.0
2020-06-11,15.0
2020-06-12,15.0
2020-06-13,15.0
2020-06-14,15.0
2020-06-15,15.0
2020-06-16,15.0
2020-06-17,15.0
2020-06-18,15.0
2020-06-19,15.0
2020-06-20,15.0
2020-06-21,15.0
2020-06-22,15.0
