Data,NEMARSOA21010
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,1.0
2020-04-25,1.0
2020-04-26,1.0
2020-04-27,1.0
2020-04-28,1.0
2020-04-29,1.0
2020-04-30,1.0
2020-05-01,2.0
2020-05-02,2.0
2020-05-03,3.0
2020-05-04,3.0
2020-05-05,3.0
2020-05-06,3.0
2020-05-07,3.0
2020-05-08,3.0
2020-05-09,3.0
2020-05-10,4.0
2020-05-11,4.0
2020-05-12,4.0
2020-05-13,4.0
2020-05-14,5.0
2020-05-15,7.0
2020-05-16,7.0
2020-05-17,7.0
2020-05-18,10.0
2020-05-19,10.0
2020-05-20,12.0
2020-05-21,12.0
2020-05-22,14.0
2020-05-23,13.0
2020-05-24,15.0
2020-05-25,21.0
2020-05-26,22.0
2020-05-27,24.0
2020-05-28,30.0
2020-05-29,31.0
2020-05-30,31.0
2020-05-31,34.0
2020-06-01,35.0
2020-06-02,37.0
2020-06-03,42.0
2020-06-04,45.0
2020-06-05,48.0
2020-06-06,49.0
2020-06-07,51.0
2020-06-08,52.0
2020-06-09,55.0
2020-06-10,56.0
2020-06-11,56.0
2020-06-12,58.0
2020-06-13,59.0
2020-06-14,59.0
2020-06-15,67.0
