Data,SESPRSOA35156
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,1.0
2020-05-12,2.0
2020-05-13,2.0
2020-05-14,2.0
2020-05-15,3.0
2020-05-16,3.0
2020-05-17,3.0
2020-05-18,3.0
2020-05-19,3.0
2020-05-20,3.0
2020-05-21,3.0
2020-05-22,3.0
2020-05-23,3.0
2020-05-24,3.0
2020-05-25,3.0
2020-05-26,4.0
2020-05-27,5.0
2020-05-28,5.0
2020-05-29,5.0
2020-05-30,5.0
2020-05-31,5.0
2020-06-01,5.0
2020-06-02,5.0
2020-06-03,5.0
2020-06-04,6.0
2020-06-05,6.0
2020-06-06,6.0
2020-06-07,6.0
2020-06-08,6.0
2020-06-09,6.0
2020-06-10,6.0
2020-06-11,6.0
2020-06-12,6.0
2020-06-13,6.0
2020-06-14,6.0
2020-06-15,6.0
2020-06-16,6.0
2020-06-17,6.0
2020-06-18,7.0
2020-06-19,7.0
2020-06-20,8.0
2020-06-21,8.0
2020-06-22,8.0
2020-06-23,9.0
2020-06-24,10.0
2020-06-25,10.0
2020-06-26,10.0
2020-06-27,10.0
2020-06-28,11.0
2020-06-29,11.0
2020-06-30,12.0
2020-07-01,13.0
2020-07-02,13.0
2020-07-03,14.0
2020-07-04,14.0
2020-07-05,14.0
2020-07-06,14.0
2020-07-07,14.0
2020-07-08,14.0
2020-07-09,15.0
2020-07-10,18.0
2020-07-11,19.0
2020-07-12,21.0
2020-07-13,22.0
2020-07-14,24.0
2020-07-15,25.0
2020-07-16,25.0
2020-07-17,25.0
2020-07-18,25.0
2020-07-19,25.0
2020-07-20,25.0
2020-07-21,25.0
2020-07-22,25.0
2020-07-23,27.0
2020-07-24,27.0
2020-07-25,28.0
2020-07-26,28.0
2020-07-27,28.0
2020-07-28,28.0
2020-07-29,29.0
2020-07-30,29.0
2020-07-31,29.0
2020-08-01,29.0
2020-08-02,29.0
2020-08-03,31.0
2020-08-04,34.0
2020-08-05,35.0
2020-08-06,35.0
2020-08-07,36.0
2020-08-08,36.0
2020-08-09,36.0
2020-08-10,37.0
2020-08-11,39.0
2020-08-12,39.0
2020-08-13,40.0
2020-08-14,40.0
2020-08-15,41.0
2020-08-16,41.0
2020-08-17,41.0
2020-08-18,42.0
2020-08-19,42.0
