Data,SEMGRSCA31021
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,1.0
2020-04-04,1.0
2020-04-05,1.0
2020-04-06,1.0
2020-04-07,1.0
2020-04-08,1.0
2020-04-09,2.0
2020-04-10,2.0
2020-04-11,5.0
2020-04-12,6.0
2020-04-13,6.0
2020-04-14,6.0
2020-04-15,6.0
2020-04-16,6.0
2020-04-17,9.0
2020-04-18,9.0
2020-04-19,10.0
2020-04-20,10.0
2020-04-21,12.0
2020-04-22,12.0
2020-04-23,12.0
2020-04-24,14.0
2020-04-25,14.0
2020-04-26,14.0
2020-04-27,14.0
2020-04-28,15.0
2020-04-29,15.0
2020-04-30,15.0
2020-05-01,17.0
2020-05-02,17.0
2020-05-03,17.0
2020-05-04,17.0
2020-05-05,17.0
2020-05-06,17.0
2020-05-07,17.0
2020-05-08,20.0
2020-05-09,20.0
2020-05-10,20.0
2020-05-11,20.0
2020-05-12,20.0
2020-05-13,20.0
2020-05-14,21.0
2020-05-15,22.0
2020-05-16,24.0
2020-05-17,25.0
2020-05-18,25.0
2020-05-19,27.0
2020-05-20,30.0
2020-05-21,32.0
2020-05-22,54.0
2020-05-23,71.0
2020-05-24,83.0
2020-05-25,137.0
2020-05-26,146.0
2020-05-27,174.0
2020-05-28,212.0
2020-05-29,257.0
2020-05-30,289.0
2020-05-31,327.0
2020-06-01,357.0
2020-06-02,364.0
2020-06-03,428.0
2020-06-04,461.0
2020-06-05,519.0
2020-06-06,585.0
2020-06-07,607.0
2020-06-08,607.0
2020-06-09,609.0
2020-06-10,636.0
2020-06-11,622.0
2020-06-12,644.0
2020-06-13,649.0
2020-06-14,669.0
