Data,NECERSOA23002
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,1.0
2020-04-09,1.0
2020-04-10,1.0
2020-04-11,1.0
2020-04-12,1.0
2020-04-13,1.0
2020-04-14,2.0
2020-04-15,3.0
2020-04-16,4.0
2020-04-17,6.0
2020-04-18,6.0
2020-04-19,6.0
2020-04-20,7.0
2020-04-21,8.0
2020-04-22,9.0
2020-04-23,10.0
2020-04-24,10.0
2020-04-25,10.0
2020-04-26,11.0
2020-04-27,12.0
2020-04-28,12.0
2020-04-29,15.0
2020-04-30,15.0
2020-05-01,20.0
2020-05-02,22.0
2020-05-03,23.0
2020-05-04,23.0
2020-05-05,27.0
2020-05-06,27.0
2020-05-07,28.0
2020-05-08,35.0
2020-05-09,36.0
2020-05-10,39.0
2020-05-11,40.0
2020-05-12,42.0
2020-05-13,50.0
2020-05-14,51.0
2020-05-15,54.0
2020-05-16,60.0
2020-05-17,61.0
2020-05-18,66.0
2020-05-19,77.0
2020-05-20,79.0
2020-05-21,102.0
2020-05-22,106.0
2020-05-23,108.0
2020-05-24,108.0
2020-05-25,119.0
2020-05-26,123.0
2020-05-27,134.0
2020-05-28,139.0
2020-05-29,140.0
2020-05-30,144.0
2020-05-31,148.0
2020-06-01,158.0
2020-06-02,183.0
2020-06-03,208.0
2020-06-04,226.0
2020-06-05,230.0
2020-06-06,241.0
2020-06-07,241.0
2020-06-08,263.0
2020-06-09,295.0
2020-06-10,325.0
2020-06-11,346.0
2020-06-12,361.0
2020-06-13,366.0
2020-06-14,365.0
2020-06-15,375.0
2020-06-16,378.0
2020-06-17,391.0
2020-06-18,404.0
2020-06-19,411.0
2020-06-20,420.0
2020-06-21,422.0
2020-06-22,428.0
2020-06-23,435.0
2020-06-24,442.0
2020-06-25,443.0
2020-06-26,444.0
2020-06-27,450.0
2020-06-28,450.0
2020-06-29,454.0
2020-06-30,459.0
2020-07-01,464.0
2020-07-02,473.0
2020-07-03,477.0
2020-07-04,480.0
2020-07-05,480.0
2020-07-06,484.0
2020-07-07,491.0
2020-07-08,500.0
2020-07-09,509.0
2020-07-10,512.0
2020-07-11,517.0
2020-07-12,517.0
2020-07-13,521.0
2020-07-14,522.0
2020-07-15,520.0
2020-07-16,522.0
2020-07-17,522.0
2020-07-18,523.0
2020-07-19,523.0
2020-07-20,523.0
2020-07-21,522.0
2020-07-22,524.0
2020-07-23,529.0
2020-07-24,533.0
2020-07-25,534.0
2020-07-26,534.0
2020-07-27,535.0
2020-07-28,540.0
2020-07-29,542.0
2020-07-30,544.0
2020-07-31,543.0
2020-08-01,542.0
2020-08-02,543.0
2020-08-03,545.0
2020-08-04,547.0
2020-08-05,548.0
2020-08-06,548.0
2020-08-07,549.0
2020-08-08,549.0
2020-08-09,566.0
2020-08-10,551.0
