Data,NECERSOA23014
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,2.0
2020-05-05,3.0
2020-05-06,4.0
2020-05-07,4.0
2020-05-08,4.0
2020-05-09,4.0
2020-05-10,4.0
2020-05-11,4.0
2020-05-12,4.0
2020-05-13,4.0
2020-05-14,4.0
2020-05-15,4.0
2020-05-16,4.0
2020-05-17,4.0
2020-05-18,4.0
2020-05-19,4.0
2020-05-20,4.0
2020-05-21,6.0
2020-05-22,9.0
2020-05-23,9.0
2020-05-24,9.0
2020-05-25,10.0
2020-05-26,10.0
2020-05-27,10.0
2020-05-28,11.0
2020-05-29,12.0
2020-05-30,12.0
2020-05-31,12.0
2020-06-01,12.0
2020-06-02,12.0
2020-06-03,12.0
2020-06-04,12.0
2020-06-05,13.0
2020-06-06,14.0
2020-06-07,14.0
2020-06-08,14.0
2020-06-09,14.0
2020-06-10,16.0
2020-06-11,16.0
2020-06-12,16.0
2020-06-13,16.0
2020-06-14,17.0
2020-06-15,18.0
2020-06-16,18.0
2020-06-17,19.0
2020-06-18,20.0
2020-06-19,20.0
2020-06-20,20.0
2020-06-21,20.0
2020-06-22,21.0
2020-06-23,22.0
2020-06-24,21.0
2020-06-25,22.0
2020-06-26,23.0
2020-06-27,23.0
2020-06-28,23.0
2020-06-29,23.0
2020-06-30,24.0
2020-07-01,24.0
2020-07-02,25.0
2020-07-03,25.0
2020-07-04,25.0
2020-07-05,25.0
2020-07-06,27.0
2020-07-07,28.0
2020-07-08,28.0
2020-07-09,28.0
2020-07-10,28.0
2020-07-11,28.0
2020-07-12,28.0
2020-07-13,28.0
2020-07-14,28.0
2020-07-15,28.0
2020-07-16,28.0
