Data,SESPRSCA35104
2020-03-27,0.0
2020-03-28,1.0
2020-03-29,1.0
2020-03-30,1.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,0.0
2020-04-03,1.0
2020-04-04,2.0
2020-04-05,2.0
2020-04-06,2.0
2020-04-07,3.0
2020-04-08,3.0
2020-04-09,3.0
2020-04-10,3.0
2020-04-11,4.0
2020-04-12,4.0
2020-04-13,4.0
2020-04-14,6.0
2020-04-15,8.0
2020-04-16,13.0
2020-04-17,13.0
2020-04-18,15.0
2020-04-19,15.0
2020-04-20,15.0
2020-04-21,15.0
2020-04-22,15.0
2020-04-23,15.0
2020-04-24,16.0
2020-04-25,18.0
2020-04-26,18.0
2020-04-27,18.0
2020-04-28,18.0
2020-04-29,19.0
2020-04-30,20.0
2020-05-01,20.0
2020-05-02,20.0
2020-05-03,20.0
2020-05-04,20.0
2020-05-05,21.0
2020-05-06,22.0
2020-05-07,21.0
2020-05-08,24.0
2020-05-09,25.0
2020-05-10,24.0
2020-05-11,25.0
2020-05-12,25.0
2020-05-13,29.0
2020-05-14,31.0
2020-05-15,31.0
2020-05-16,32.0
2020-05-17,32.0
2020-05-18,32.0
2020-05-19,36.0
2020-05-20,39.0
2020-05-21,39.0
2020-05-22,48.0
2020-05-23,49.0
2020-05-24,50.0
2020-05-25,56.0
2020-05-26,58.0
2020-05-27,61.0
2020-05-28,66.0
2020-05-29,68.0
2020-05-30,72.0
2020-05-31,72.0
2020-06-01,75.0
2020-06-02,81.0
2020-06-03,85.0
2020-06-04,90.0
2020-06-05,99.0
2020-06-06,105.0
2020-06-07,119.0
2020-06-08,119.0
2020-06-09,141.0
2020-06-10,169.0
2020-06-11,176.0
2020-06-12,213.0
2020-06-13,235.0
2020-06-14,252.0
2020-06-15,290.0
2020-06-16,303.0
2020-06-17,303.0
2020-06-18,304.0
2020-06-19,414.0
2020-06-20,440.0
2020-06-21,458.0
2020-06-22,482.0
2020-06-23,501.0
2020-06-24,549.0
2020-06-25,579.0
2020-06-26,616.0
2020-06-27,662.0
2020-06-28,696.0
2020-06-29,701.0
2020-06-30,740.0
2020-07-01,794.0
2020-07-02,878.0
2020-07-03,943.0
2020-07-04,961.0
2020-07-05,1077.0
2020-07-06,1111.0
2020-07-07,1170.0
2020-07-08,1270.0
2020-07-09,1365.0
2020-07-10,1408.0
2020-07-11,1442.0
2020-07-12,1489.0
2020-07-13,1505.0
2020-07-14,1536.0
2020-07-15,1566.0
2020-07-16,1645.0
2020-07-17,1696.0
2020-07-18,1748.0
