Data,NEBARSCA29004
2020-03-27,0.0
2020-03-28,2.0
2020-03-29,3.0
2020-03-30,4.0
2020-03-31,5.0
2020-04-01,7.0
2020-04-02,7.0
2020-04-03,7.0
2020-04-04,9.0
2020-04-05,11.0
2020-04-06,14.0
2020-04-07,14.0
2020-04-08,13.0
2020-04-09,13.0
2020-04-10,16.0
2020-04-11,16.0
2020-04-12,16.0
2020-04-13,18.0
2020-04-14,19.0
2020-04-15,19.0
2020-04-16,23.0
2020-04-17,26.0
2020-04-18,30.0
2020-04-19,31.0
2020-04-20,34.0
2020-04-21,35.0
2020-04-22,35.0
2020-04-23,46.0
2020-04-24,13.0
2020-04-25,48.0
2020-04-26,57.0
2020-04-27,58.0
2020-04-28,61.0
2020-04-29,61.0
2020-04-30,70.0
2020-05-01,68.0
2020-05-02,72.0
2020-05-03,87.0
2020-05-04,88.0
2020-05-05,88.0
2020-05-06,90.0
2020-05-07,98.0
2020-05-08,102.0
2020-05-09,104.0
2020-05-10,105.0
2020-05-11,128.0
2020-05-12,123.0
2020-05-13,123.0
2020-05-14,129.0
2020-05-15,183.0
2020-05-16,184.0
2020-05-17,202.0
2020-05-18,223.0
2020-05-19,268.0
2020-05-20,280.0
2020-05-21,295.0
2020-05-22,321.0
2020-05-23,331.0
2020-05-24,355.0
2020-05-25,361.0
2020-05-26,382.0
2020-05-27,391.0
2020-05-28,437.0
2020-05-29,482.0
2020-05-30,497.0
2020-05-31,512.0
2020-06-01,524.0
2020-06-02,624.0
2020-06-03,690.0
2020-06-04,731.0
2020-06-05,839.0
2020-06-06,916.0
2020-06-07,964.0
2020-06-08,976.0
2020-06-09,1053.0
2020-06-10,1189.0
2020-06-11,1272.0
2020-06-12,1299.0
2020-06-13,1329.0
2020-06-14,1358.0
2020-06-15,1386.0
2020-06-16,1426.0
2020-06-17,1498.0
