Data,NECERSOA23021
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-02,1.0
2020-05-03,1.0
2020-05-04,1.0
2020-05-05,1.0
2020-05-06,2.0
2020-05-07,2.0
2020-05-08,2.0
2020-05-09,2.0
2020-05-10,5.0
2020-05-11,7.0
2020-05-12,8.0
2020-05-13,8.0
2020-05-14,8.0
2020-05-15,8.0
2020-05-16,8.0
2020-05-17,8.0
2020-05-18,9.0
2020-05-19,9.0
2020-05-20,9.0
2020-05-21,11.0
2020-05-22,11.0
2020-05-23,11.0
2020-05-24,11.0
2020-05-25,12.0
2020-05-26,13.0
2020-05-27,12.0
2020-05-28,14.0
2020-05-29,15.0
2020-05-30,16.0
2020-05-31,16.0
2020-06-01,15.0
2020-06-02,19.0
2020-06-03,20.0
2020-06-04,27.0
2020-06-05,27.0
2020-06-06,27.0
2020-06-07,27.0
2020-06-08,27.0
2020-06-09,33.0
2020-06-10,35.0
2020-06-11,35.0
2020-06-12,35.0
2020-06-13,45.0
2020-06-14,45.0
2020-06-15,48.0
2020-06-16,49.0
2020-06-17,56.0
2020-06-18,59.0
2020-06-19,63.0
2020-06-20,69.0
2020-06-21,69.0
2020-06-22,72.0
2020-06-23,78.0
2020-06-24,81.0
