Data,SUPRRSCA41011
2020-03-27,0.0
2020-03-28,3.0
2020-03-29,4.0
2020-03-30,4.0
2020-03-31,5.0
2020-04-01,7.0
2020-04-02,11.0
2020-04-03,14.0
2020-04-04,17.0
2020-04-05,19.0
2020-04-06,19.0
2020-04-07,22.0
2020-04-08,23.0
2020-04-09,25.0
2020-04-10,31.0
2020-04-11,33.0
2020-04-12,36.0
2020-04-13,36.0
2020-04-14,38.0
2020-04-15,38.0
2020-04-16,38.0
2020-04-17,39.0
2020-04-18,41.0
2020-04-19,41.0
2020-04-20,41.0
2020-04-21,42.0
2020-04-22,44.0
2020-04-23,44.0
2020-04-24,47.0
2020-04-25,47.0
2020-04-26,49.0
2020-04-27,52.0
2020-04-28,55.0
2020-04-29,64.0
2020-04-30,66.0
2020-05-01,67.0
2020-05-02,68.0
2020-05-03,68.0
2020-05-04,68.0
2020-05-05,68.0
2020-05-06,69.0
2020-05-07,69.0
2020-05-08,69.0
2020-05-09,70.0
2020-05-10,71.0
2020-05-11,71.0
2020-05-12,71.0
2020-05-13,74.0
2020-05-14,76.0
2020-05-15,76.0
2020-05-16,78.0
2020-05-17,80.0
2020-05-18,80.0
2020-05-19,80.0
2020-05-20,81.0
2020-05-21,82.0
2020-05-22,83.0
2020-05-23,86.0
2020-05-24,86.0
2020-05-25,86.0
2020-05-26,88.0
2020-05-27,89.0
2020-05-28,89.0
2020-05-29,93.0
2020-05-30,101.0
2020-05-31,102.0
2020-06-01,102.0
2020-06-02,113.0
2020-06-03,114.0
2020-06-04,116.0
2020-06-05,123.0
2020-06-06,123.0
2020-06-07,130.0
2020-06-08,131.0
2020-06-09,136.0
2020-06-10,142.0
2020-06-11,151.0
2020-06-12,153.0
2020-06-13,169.0
2020-06-14,170.0
2020-06-15,170.0
2020-06-16,188.0
2020-06-17,190.0
2020-06-18,205.0
2020-06-19,223.0
2020-06-20,232.0
2020-06-21,254.0
2020-06-22,254.0
2020-06-23,266.0
2020-06-24,276.0
2020-06-25,295.0
2020-06-26,306.0
2020-06-27,346.0
2020-06-28,349.0
2020-06-29,365.0
2020-06-30,409.0
2020-07-01,428.0
2020-07-02,464.0
2020-07-03,496.0
2020-07-04,558.0
2020-07-05,580.0
