Data,SESPRSCA35173
2020-03-27,0.0
2020-03-28,2.0
2020-03-29,2.0
2020-03-30,2.0
2020-03-31,2.0
2020-04-01,3.0
2020-04-02,3.0
2020-04-03,3.0
2020-04-04,3.0
2020-04-05,3.0
2020-04-06,4.0
2020-04-07,5.0
2020-04-08,5.0
2020-04-09,7.0
2020-04-10,7.0
2020-04-11,7.0
2020-04-12,7.0
2020-04-13,8.0
2020-04-14,8.0
2020-04-15,13.0
2020-04-16,15.0
2020-04-17,18.0
2020-04-18,22.0
2020-04-19,24.0
2020-04-20,25.0
2020-04-21,26.0
2020-04-22,34.0
2020-04-23,34.0
2020-04-24,38.0
2020-04-25,41.0
2020-04-26,52.0
2020-04-27,69.0
2020-04-28,74.0
2020-04-29,76.0
2020-04-30,78.0
2020-05-01,93.0
2020-05-02,142.0
2020-05-03,142.0
2020-05-04,142.0
2020-05-05,149.0
2020-05-06,155.0
2020-05-07,162.0
2020-05-08,170.0
2020-05-09,234.0
2020-05-10,235.0
2020-05-11,236.0
2020-05-12,268.0
2020-05-13,285.0
2020-05-14,364.0
2020-05-15,364.0
2020-05-16,375.0
2020-05-17,372.0
2020-05-18,372.0
2020-05-19,382.0
2020-05-20,438.0
2020-05-21,452.0
2020-05-22,455.0
2020-05-23,473.0
2020-05-24,477.0
2020-05-25,482.0
2020-05-26,482.0
2020-05-27,497.0
2020-05-28,527.0
2020-05-29,530.0
2020-05-30,544.0
2020-05-31,546.0
2020-06-01,551.0
2020-06-02,575.0
2020-06-03,579.0
2020-06-04,605.0
2020-06-05,616.0
2020-06-06,662.0
2020-06-07,667.0
2020-06-08,674.0
2020-06-09,692.0
2020-06-10,697.0
2020-06-11,732.0
2020-06-12,741.0
2020-06-13,766.0
2020-06-14,776.0
2020-06-15,779.0
2020-06-16,818.0
2020-06-17,822.0
2020-06-18,825.0
2020-06-19,904.0
2020-06-20,939.0
2020-06-21,959.0
2020-06-22,976.0
2020-06-23,988.0
2020-06-24,1015.0
2020-06-25,1062.0
2020-06-26,1084.0
2020-06-27,1152.0
2020-06-28,1162.0
2020-06-29,1184.0
2020-06-30,1193.0
2020-07-01,1217.0
2020-07-02,1234.0
2020-07-03,1292.0
2020-07-04,1300.0
2020-07-05,1353.0
2020-07-06,1392.0
2020-07-07,1413.0
2020-07-08,1467.0
2020-07-09,1501.0
2020-07-10,1541.0
2020-07-11,1580.0
2020-07-12,1634.0
2020-07-13,1643.0
2020-07-14,1689.0
2020-07-15,1778.0
2020-07-16,1844.0
2020-07-17,1881.0
2020-07-18,1887.0
2020-07-19,1894.0
2020-07-20,1894.0
2020-07-21,1974.0
2020-07-22,2114.0
2020-07-23,2197.0
2020-07-24,2263.0
2020-07-25,2435.0
2020-07-26,2465.0
2020-07-27,2467.0
2020-07-28,2467.0
2020-07-29,2812.0
2020-07-30,2881.0
2020-07-31,2910.0
2020-08-01,3100.0
2020-08-02,3179.0
2020-08-03,3182.0
2020-08-04,3347.0
2020-08-05,3456.0
2020-08-06,3648.0
2020-08-07,3716.0
2020-08-08,4018.0
2020-08-09,4098.0
2020-08-10,4109.0
2020-08-11,4157.0
2020-08-12,4306.0
2020-08-13,4443.0
2020-08-14,4537.0
2020-08-15,4613.0
2020-08-16,4617.0
2020-08-17,4650.0
2020-08-18,4744.0
2020-08-19,4828.0
