Data,SESPRSCA35152
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,2.0
2020-04-28,3.0
2020-04-29,3.0
2020-04-30,4.0
2020-05-01,4.0
2020-05-02,4.0
2020-05-03,4.0
2020-05-04,4.0
2020-05-05,4.0
2020-05-06,4.0
2020-05-07,4.0
2020-05-08,4.0
2020-05-09,4.0
2020-05-10,4.0
2020-05-11,4.0
2020-05-12,4.0
2020-05-13,5.0
2020-05-14,6.0
2020-05-15,6.0
2020-05-16,6.0
2020-05-17,6.0
2020-05-18,6.0
2020-05-19,7.0
2020-05-20,21.0
2020-05-21,21.0
2020-05-22,21.0
2020-05-23,21.0
2020-05-24,21.0
2020-05-25,21.0
2020-05-26,21.0
2020-05-27,23.0
2020-05-28,23.0
2020-05-29,23.0
2020-05-30,23.0
2020-05-31,23.0
2020-06-01,23.0
2020-06-02,24.0
2020-06-03,25.0
2020-06-04,26.0
2020-06-05,28.0
2020-06-06,31.0
2020-06-07,31.0
2020-06-08,31.0
2020-06-09,32.0
2020-06-10,32.0
2020-06-11,33.0
2020-06-12,34.0
2020-06-13,34.0
2020-06-14,34.0
2020-06-15,34.0
