Data,SESPRSOA35061
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,1.0
2020-04-15,1.0
2020-04-16,1.0
2020-04-17,1.0
2020-04-18,1.0
2020-04-19,1.0
2020-04-20,1.0
2020-04-21,1.0
2020-04-22,1.0
2020-04-23,3.0
2020-04-24,3.0
2020-04-25,3.0
2020-04-26,3.0
2020-04-27,3.0
2020-04-28,3.0
2020-04-29,3.0
2020-04-30,3.0
2020-05-01,3.0
2020-05-02,3.0
2020-05-03,3.0
2020-05-04,3.0
2020-05-05,4.0
2020-05-06,6.0
2020-05-07,6.0
2020-05-08,6.0
2020-05-09,6.0
2020-05-10,6.0
2020-05-11,6.0
2020-05-12,7.0
2020-05-13,8.0
2020-05-14,8.0
2020-05-15,8.0
2020-05-16,8.0
2020-05-17,8.0
2020-05-18,8.0
2020-05-19,8.0
2020-05-20,8.0
2020-05-21,8.0
2020-05-22,8.0
2020-05-23,9.0
2020-05-24,9.0
2020-05-25,9.0
2020-05-26,9.0
2020-05-27,10.0
2020-05-28,10.0
2020-05-29,11.0
2020-05-30,11.0
2020-05-31,11.0
2020-06-01,11.0
2020-06-02,11.0
2020-06-03,12.0
2020-06-04,13.0
2020-06-05,14.0
2020-06-06,14.0
2020-06-07,14.0
2020-06-08,14.0
2020-06-09,14.0
2020-06-10,14.0
2020-06-11,15.0
2020-06-12,15.0
2020-06-13,15.0
2020-06-14,15.0
2020-06-15,15.0
2020-06-16,15.0
2020-06-17,15.0
2020-06-18,15.0
2020-06-19,16.0
2020-06-20,16.0
2020-06-21,16.0
2020-06-22,16.0
2020-06-23,21.0
2020-06-24,21.0
2020-06-25,22.0
2020-06-26,22.0
2020-06-27,22.0
2020-06-28,22.0
2020-06-29,22.0
2020-06-30,23.0
2020-07-01,23.0
2020-07-02,23.0
2020-07-03,23.0
2020-07-04,23.0
2020-07-05,23.0
2020-07-06,23.0
2020-07-07,23.0
2020-07-08,23.0
2020-07-09,23.0
2020-07-10,23.0
2020-07-11,23.0
2020-07-12,23.0
