Data,SESPRSCA35141
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,1.0
2020-04-01,1.0
2020-04-02,1.0
2020-04-03,1.0
2020-04-04,2.0
2020-04-05,2.0
2020-04-06,2.0
2020-04-07,2.0
2020-04-08,3.0
2020-04-09,5.0
2020-04-10,5.0
2020-04-11,8.0
2020-04-12,8.0
2020-04-13,8.0
2020-04-14,8.0
2020-04-15,15.0
2020-04-16,18.0
2020-04-17,24.0
2020-04-18,25.0
2020-04-19,25.0
2020-04-20,25.0
2020-04-21,26.0
2020-04-22,26.0
2020-04-23,27.0
2020-04-24,31.0
2020-04-25,34.0
2020-04-26,34.0
2020-04-27,38.0
2020-04-28,46.0
2020-04-29,49.0
2020-04-30,50.0
2020-05-01,48.0
2020-05-02,48.0
2020-05-03,48.0
2020-05-04,48.0
2020-05-05,49.0
2020-05-06,52.0
2020-05-07,52.0
2020-05-08,54.0
2020-05-09,55.0
2020-05-10,55.0
2020-05-11,55.0
2020-05-12,58.0
2020-05-13,61.0
2020-05-14,64.0
2020-05-15,71.0
2020-05-16,73.0
2020-05-17,73.0
2020-05-18,73.0
2020-05-19,81.0
2020-05-20,81.0
2020-05-21,83.0
2020-05-22,95.0
2020-05-23,107.0
2020-05-24,111.0
2020-05-25,111.0
2020-05-26,112.0
2020-05-27,132.0
2020-05-28,156.0
2020-05-29,175.0
2020-05-30,188.0
2020-05-31,188.0
2020-06-01,188.0
2020-06-02,206.0
2020-06-03,210.0
2020-06-04,222.0
2020-06-05,231.0
2020-06-06,250.0
2020-06-07,257.0
2020-06-08,257.0
2020-06-09,280.0
2020-06-10,310.0
2020-06-11,335.0
2020-06-12,337.0
2020-06-13,351.0
2020-06-14,353.0
2020-06-15,355.0
2020-06-16,375.0
2020-06-17,391.0
2020-06-18,398.0
2020-06-19,573.0
2020-06-20,620.0
2020-06-21,630.0
2020-06-22,631.0
2020-06-23,693.0
2020-06-24,737.0
2020-06-25,813.0
2020-06-26,900.0
2020-06-27,972.0
2020-06-28,986.0
2020-06-29,987.0
2020-06-30,1016.0
2020-07-01,1081.0
2020-07-02,1115.0
2020-07-03,1159.0
2020-07-04,1175.0
2020-07-05,1245.0
2020-07-06,1250.0
2020-07-07,1291.0
2020-07-08,1343.0
2020-07-09,1422.0
2020-07-10,1470.0
2020-07-11,1502.0
2020-07-12,1512.0
2020-07-13,1519.0
2020-07-14,1567.0
2020-07-15,1631.0
2020-07-16,1681.0
2020-07-17,1729.0
2020-07-18,1745.0
2020-07-19,1774.0
2020-07-20,1777.0
2020-07-21,1797.0
2020-07-22,1900.0
2020-07-23,1995.0
2020-07-24,2100.0
2020-07-25,2168.0
2020-07-26,2191.0
2020-07-27,2196.0
2020-07-28,2196.0
2020-07-29,1963.0
2020-07-30,2483.0
2020-07-31,2623.0
2020-08-01,2681.0
2020-08-02,2687.0
2020-08-03,2691.0
2020-08-04,2794.0
2020-08-05,2853.0
2020-08-06,2918.0
2020-08-07,2991.0
2020-08-08,3015.0
2020-08-09,3076.0
2020-08-10,3078.0
