Data,SEMGRSCA31075
2020-03-27,0.0
2020-03-28,7.0
2020-03-29,7.0
2020-03-30,10.0
2020-03-31,10.0
2020-04-01,15.0
2020-04-02,23.0
2020-04-03,25.0
2020-04-04,27.0
2020-04-05,36.0
2020-04-06,37.0
2020-04-07,37.0
2020-04-08,41.0
2020-04-09,42.0
2020-04-10,47.0
2020-04-11,52.0
2020-04-12,60.0
2020-04-13,62.0
2020-04-14,68.0
2020-04-15,68.0
2020-04-16,71.0
2020-04-17,73.0
2020-04-18,74.0
2020-04-19,78.0
2020-04-20,78.0
2020-04-21,78.0
2020-04-22,79.0
2020-04-23,83.0
2020-04-24,101.0
2020-04-25,102.0
2020-04-26,105.0
2020-04-27,105.0
2020-04-28,105.0
2020-04-29,123.0
2020-04-30,124.0
2020-05-01,149.0
2020-05-02,150.0
2020-05-03,151.0
2020-05-04,152.0
2020-05-05,155.0
2020-05-06,208.0
2020-05-07,212.0
2020-05-08,247.0
2020-05-09,265.0
2020-05-10,265.0
2020-05-11,266.0
2020-05-12,276.0
2020-05-13,342.0
2020-05-14,367.0
2020-05-15,389.0
2020-05-16,420.0
2020-05-17,420.0
2020-05-18,421.0
2020-05-19,425.0
2020-05-20,491.0
2020-05-21,491.0
2020-05-22,531.0
2020-05-23,538.0
2020-05-24,607.0
2020-05-25,607.0
2020-05-26,655.0
2020-05-27,655.0
2020-05-28,753.0
2020-05-29,790.0
2020-05-30,790.0
2020-05-31,945.0
2020-06-01,947.0
2020-06-02,949.0
2020-06-03,1081.0
2020-06-04,1168.0
2020-06-05,1214.0
2020-06-06,1274.0
2020-06-07,1275.0
2020-06-08,1274.0
2020-06-09,1275.0
2020-06-10,1478.0
2020-06-11,1457.0
2020-06-12,2271.0
2020-06-13,2276.0
2020-06-14,2291.0
2020-06-15,2291.0
2020-06-16,2292.0
2020-06-17,2550.0
2020-06-18,2624.0
2020-06-19,2841.0
2020-06-20,2875.0
2020-06-21,2901.0
2020-06-22,2909.0
2020-06-23,2934.0
2020-06-24,3263.0
2020-06-25,3291.0
2020-06-26,6402.0
2020-06-27,6615.0
2020-06-28,6760.0
2020-06-29,6985.0
2020-06-30,7082.0
2020-07-01,7197.0
2020-07-02,7709.0
2020-07-03,7927.0
2020-07-04,8350.0
2020-07-05,8521.0
2020-07-06,8788.0
2020-07-07,8900.0
2020-07-08,9208.0
2020-07-09,9532.0
2020-07-10,9880.0
2020-07-11,10244.0
2020-07-12,10525.0
